"tconst","primaryTitle","genres","startYear","runtimeMinutes","averageRating","numVotes"
tt0076618,The Rescuers,"Adventure,Animation,Comedy",1977,77,6.9,70781
tt0049470,The Man Who Knew Too Much,"Drama,Thriller",1956,120,7.4,70770
tt20850406,Sita Ramam,"Action,Drama,Mystery",2022,163,8.5,70732
tt2053425,Rust and Bone,"Drama,Romance",2012,120,7.4,70700
tt1172233,Whip It,"Drama,Sport",2009,111,6.9,70648
tt0203119,Sexy Beast,"Crime,Drama,Thriller",2000,89,7.3,70560
tt1278340,Dead Snow,"Comedy,Fantasy,Horror",2009,91,6.3,70543
tt2101341,Dead Man Down,"Action,Adventure,Crime",2013,118,6.4,70488
tt2428170,Creep,"Horror,Thriller",2014,77,6.3,70440
tt0327162,The Stepford Wives,"Comedy,Horror,Sci-Fi",2004,93,5.4,70428
tt0111255,The Specialist,"Action,Drama,Thriller",1994,110,5.6,70426
tt0089907,The Return of the Living Dead,"Comedy,Horror,Sci-Fi",1985,91,7.3,70424
tt0970411,City of Ember,"Adventure,Drama,Family",2008,90,6.4,70419
tt0097647,The Karate Kid Part III,"Action,Drama,Family",1989,112,5.3,70335
tt5113040,The Secret Life of Pets 2,"Adventure,Animation,Comedy",2019,86,6.4,70230
tt0151137,The Messenger: The Story of Joan of Arc,"Adventure,Biography,Drama",1999,148,6.4,70187
tt0191397,The Replacements,"Comedy,Sport",2000,118,6.6,70123
tt0425413,Run Fatboy Run,"Comedy,Romance,Sport",2007,100,6.5,70068
tt0046911,Diabolique,"Crime,Drama,Horror",1955,117,8.1,70064
tt1800302,Gold,"Biography,Crime,Drama",2016,120,6.7,70044
tt1850457,Sisters,Comedy,2015,118,6.0,70025
tt0093565,Moonstruck,"Comedy,Drama,Romance",1987,102,7.2,70020
tt2910814,The Signal,"Drama,Mystery,Sci-Fi",2014,97,6.0,69930
tt0071877,Murder on the Orient Express,"Crime,Drama,Mystery",1974,128,7.2,69929
tt0081633,Time Bandits,"Adventure,Comedy,Fantasy",1981,110,6.9,69908
tt0046438,Tokyo Story,Drama,1953,136,8.1,69906
tt0108002,Rudy,"Biography,Drama,Sport",1993,114,7.5,69878
tt0120731,The Legend of 1900,"Drama,Music,Romance",1998,169,8.0,69827
tt21942866,Dream Scenario,"Comedy,Drama,Fantasy",2023,102,6.9,69823
tt10342730,Spiral,"Horror,Mystery,Thriller",2021,93,5.2,69815
tt1291570,Solace,"Crime,Drama,Mystery",2015,101,6.4,69808
tt12262116,Thirteen Lives,"Biography,Drama,Thriller",2022,147,7.8,69797
tt0453556,TMNT,"Action,Adventure,Animation",2007,87,6.2,69794
tt0421054,Domino,"Action,Biography,Crime",2005,127,5.9,69746
tt0088933,Cocoon,"Comedy,Drama,Sci-Fi",1985,117,6.7,69671
tt0480669,Timecrimes,"Horror,Mystery,Sci-Fi",2007,92,7.1,69667
tt4080728,A Man Called Ove,"Comedy,Drama,Romance",2015,116,7.7,69491
tt4169250,M.S. Dhoni: The Untold Story,"Biography,Drama,Sport",2016,184,8.0,69401
tt3960412,Popstar: Never Stop Never Stopping,"Comedy,Drama,Music",2016,87,6.7,69345
tt1586752,Machine Gun Preacher,"Action,Biography,Crime",2011,129,6.7,69340
tt1687901,The Awakening,"Drama,Horror,Mystery",2011,102,6.4,69327
tt0093693,Overboard,"Comedy,Romance",1987,112,6.9,69289
tt2083383,Trouble with the Curve,"Drama,Romance,Sport",2012,111,6.8,69229
tt0365376,A Tale of Two Sisters,"Drama,Horror,Mystery",2003,114,7.1,69197
tt1587707,Exit Through the Gift Shop,"Comedy,Crime,Documentary",2010,87,7.9,69197
tt1436045,"13 Assassins","Action,Adventure,Drama",2010,141,7.5,69186
tt0237572,The Pledge,"Crime,Drama,Mystery",2001,124,6.7,69177
tt2387499,Keeping Up with the Joneses,"Action,Comedy",2016,105,5.9,69133
tt0096487,Young Guns,"Action,Drama,Western",1988,107,6.8,69120
tt1116184,Jackass 3D,"Action,Comedy,Documentary",2010,94,7.0,69092
tt0421082,Control,"Biography,Drama,Music",2007,122,7.6,69064
tt0053221,Rio Bravo,Western,1959,141,8.0,69057
tt0433387,Harsh Times,"Action,Crime,Drama",2005,116,6.8,68983
tt0104231,Far and Away,"Adventure,Drama,Romance",1992,140,6.6,68976
tt14509110,No One Will Save You,"Horror,Sci-Fi,Thriller",2023,93,6.3,68933
tt27719898,Kaiva,"Action,Drama,Romance",2023,138,8.7,68911
tt1991245,Chernobyl Diaries,"Horror,Mystery,Thriller",2012,86,5.0,68907
tt0397313,Eight Below,"Adventure,Drama,Family",2006,120,7.3,68892
tt0106226,The Age of Innocence,"Drama,Romance",1993,139,7.2,68823
tt3322420,Queen,"Adventure,Comedy,Drama",2013,146,8.1,68774
tt0356618,The Forgotten,"Drama,Mystery,Sci-Fi",2004,91,5.8,68709
tt13927994,Salaar,"Action,Crime,Drama",2023,175,6.5,68623
tt1235124,Dorian Gray,"Drama,Fantasy,Mystery",2009,112,6.2,68606
tt0060176,Blow-Up,"Drama,Mystery,Thriller",1966,111,7.4,68556
tt9214772,Monkey Man,"Action,Crime,Thriller",2024,121,6.9,68535
tt3168230,Mr. Holmes,"Crime,Drama,Family",2015,104,6.8,68533
tt0120693,Half Baked,"Comedy,Crime",1998,82,6.6,68446
tt2005374,The Frozen Ground,"Biography,Crime,Drama",2013,105,6.4,68440
tt0020629,All Quiet on the Western Front,"Drama,War",1930,152,8.1,68405
tt6079516,I See You,"Drama,Horror,Mystery",2019,98,6.8,68382
tt0962726,High School Musical 3: Senior Year,"Comedy,Drama,Family",2008,112,5.0,68358
tt4624424,Storks,"Adventure,Animation,Comedy",2016,87,6.8,68318
tt0800069,The Hills Have Eyes 2,"Horror,Thriller",2007,89,5.1,68256
tt2121382,Force Majeure,"Comedy,Drama",2014,120,7.2,68240
tt0082348,Excalibur,"Adventure,Drama,Fantasy",1981,140,7.3,68139
tt14039582,Drive My Car,Drama,2021,179,7.5,68114
tt8589698,Teenage Mutant Ninja Turtles: Mutant Mayhem,"Action,Adventure,Animation",2023,99,7.2,68102
tt0130623,Dinosaur,"Adventure,Animation,Drama",2000,82,6.4,68097
tt13841850,Men,"Drama,Fantasy,Horror",2022,100,6.1,68071
tt0267626,K-19: The Widowmaker,"Drama,History,Thriller",2002,138,6.7,68043
tt2223990,Draft Day,"Drama,Sport",2014,110,6.8,68032
tt0379217,Coffee and Cigarettes,"Comedy,Drama,Music",2003,95,7.0,68024
tt3774694,Love,"Drama,Romance",2015,135,6.1,68020
tt0083922,Fanny and Alexander,Drama,1982,188,8.1,67997
tt0110005,Heavenly Creatures,"Biography,Crime,Drama",1994,99,7.3,67972
tt0873886,Red State,"Action,Horror,Thriller",2011,88,6.1,67866
tt1130080,The Informant!,"Biography,Comedy,Crime",2009,108,6.5,67856
tt0372824,The Chorus,"Drama,Music",2004,97,7.8,67833
tt3715320,Irrational Man,"Comedy,Crime,Drama",2015,95,6.6,67788
tt0119558,Lolita,"Drama,Romance",1997,137,6.8,67785
tt0070355,Magnum Force,"Action,Crime,Mystery",1973,124,7.2,67719
tt0218839,Best in Show,Comedy,2000,90,7.5,67719
tt0450314,Punisher: War Zone,"Action,Crime,Drama",2008,103,5.9,67716
tt0384116,G.O.R.A.,"Adventure,Comedy,Sci-Fi",2004,127,8.0,67667
tt3332064,Pan,"Action,Adventure,Comedy",2015,111,5.7,67634
tt1430607,Arthur Christmas,"Adventure,Animation,Comedy",2011,97,7.1,67611
tt1166100,Ghajini,"Action,Drama,Mystery",2008,186,7.3,67558
tt0046268,The Wages of Fear,"Adventure,Drama,Thriller",1953,131,8.1,67536
tt9783600,Spiderhead,"Action,Crime,Drama",2022,106,5.5,67490
tt1441952,Salmon Fishing in the Yemen,"Comedy,Drama,Romance",2011,107,6.8,67447
tt0243017,Waking Life,"Animation,Drama,Fantasy",2001,99,7.7,67409
tt3118452,Circle,"Drama,Horror,Mystery",2015,87,6.0,67407
tt0465624,My Super Ex-Girlfriend,"Comedy,Romance,Sci-Fi",2006,96,5.2,67405
tt0390022,Friday Night Lights,"Action,Drama,Sport",2004,118,7.2,67326
tt1754656,The Little Prince,"Adventure,Animation,Drama",2015,108,7.6,67269
tt0938330,Silent Hill: Revelation,"Horror,Mystery,Thriller",2012,95,4.9,67263
tt0115964,Crash,Drama,1996,100,6.4,67254
tt1300851,The Boondock Saints II: All Saints Day,"Action,Crime,Thriller",2009,118,6.2,67193
tt0360201,Wimbledon,"Comedy,Romance,Sport",2004,98,6.3,67189
tt0338459,Spy Kids 3: Game Over,"Action,Adventure,Comedy",2003,84,4.4,67187
tt0112722,Copycat,"Drama,Mystery,Thriller",1995,123,6.6,67159
tt0443536,Hoodwinked!,"Adventure,Animation,Comedy",2005,80,6.5,67144
tt0091949,Short Circuit,"Comedy,Family,Sci-Fi",1986,98,6.6,67125
tt0047528,La strada,Drama,1954,108,8.0,67118
tt0962736,The Young Victoria,"Biography,Drama,History",2009,105,7.2,67103
tt0286788,What a Girl Wants,"Comedy,Drama,Family",2003,105,5.8,67092
tt0271027,Kiss of the Dragon,"Action,Crime,Thriller",2001,98,6.6,67091
tt0423977,Charlie Bartlett,"Comedy,Drama,Romance",2007,97,6.9,66995
tt0185014,Wonder Boys,"Comedy,Drama",2000,107,7.2,66992
tt0111149,Shallow Grave,"Crime,Drama,Thriller",1994,89,7.2,66991
tt0082158,Chariots of Fire,"Biography,Drama,Sport",1981,125,7.1,66964
tt0131857,BASEketball,"Comedy,Sport",1998,103,6.5,66955
tt0073650,"Salò, or the 120 Days of Sodom",Drama,1975,117,5.8,66941
tt0462200,Black Snake Moan,"Drama,Music",2006,116,6.9,66913
tt0472160,Penelope,"Comedy,Fantasy,Romance",2006,104,6.7,66907
tt5304992,Set It Up,"Comedy,Romance",2018,105,6.5,66893
tt0102536,Night on Earth,"Comedy,Drama",1991,129,7.7,66853
tt2390361,Enough Said,"Comedy,Drama,Romance",2013,93,7.0,66845
tt1210042,Brooklyn's Finest,"Action,Crime,Drama",2009,132,6.7,66792
tt0029947,Bringing Up Baby,Comedy,1938,102,7.8,66755
tt0058946,The Battle of Algiers,"Drama,War",1966,121,8.1,66700
tt3155298,Luther: The Fallen Sun,"Crime,Drama,Mystery",2023,129,6.4,66692
tt7043012,Velvet Buzzsaw,"Horror,Mystery,Thriller",2019,113,5.7,66688
tt0105151,The Player,"Comedy,Crime,Drama",1992,124,7.5,66675
tt1742334,Sabotage,"Action,Crime,Drama",2014,109,5.7,66671
tt0091530,The Mission,"Adventure,Drama,History",1986,125,7.4,66597
tt0116409,The Ghost and the Darkness,"Adventure,Drama,Thriller",1996,110,6.8,66592
tt2058673,Point Break,"Action,Adventure,Crime",2015,114,5.3,66582
tt1298644,The Hustle,"Comedy,Crime",2019,93,5.4,66573
tt2910904,The Dressmaker,"Comedy,Drama,Western",2015,119,7.0,66553
tt0206275,Save the Last Dance,"Drama,Music,Romance",2001,112,6.2,66549
tt0099422,Dick Tracy,"Action,Comedy,Crime",1990,105,6.2,66543
tt1821480,Kahaani,"Mystery,Thriller",2012,122,8.1,66508
tt0300556,Timeline,"Action,Adventure,Sci-Fi",2003,116,5.6,66487
tt0356721,I Heart Huckabees,Comedy,2004,107,6.5,66470
tt0313443,Out of Time,"Crime,Drama,Mystery",2003,105,6.5,66433
tt0086425,Terms of Endearment,"Comedy,Drama",1983,132,7.4,66429
tt0380389,Goal! The Dream Begins,"Drama,Romance,Sport",2005,118,6.7,66418
tt0280609,Dog Soldiers,"Action,Horror,Thriller",2002,105,6.8,66398
tt0139414,Lake Placid,"Action,Comedy,Horror",1999,82,5.8,66366
tt0102945,Sleeping with the Enemy,"Drama,Thriller",1991,99,6.3,66335
tt2283748,OMG: Oh My God!,"Comedy,Drama,Fantasy",2012,125,8.1,66323
tt1135084,Takers,"Action,Crime,Drama",2010,107,6.2,66288
tt4687108,In the Tall Grass,"Horror,Mystery,Sci-Fi",2019,101,5.5,66283
tt0228786,The Crimson Rivers,"Crime,Mystery,Thriller",2000,106,6.9,66279
tt0105265,A River Runs Through It,Drama,1992,123,7.2,66269
tt0169858,Neon Genesis Evangelion: The End of Evangelion,"Action,Animation,Drama",1997,87,8.1,66242
tt2388771,Mowgli: Legend of the Jungle,"Adventure,Drama,Fantasy",2018,104,6.5,66161
tt0369735,Monster-in-Law,"Comedy,Romance",2005,101,5.6,66159
tt3892172,Leave No Trace,"Adventure,Drama",2018,109,7.1,66062
tt0086197,The Right Stuff,"Adventure,Biography,Drama",1983,193,7.8,66050
tt0347618,The Cat Returns,"Adventure,Animation,Comedy",2002,75,7.1,66045
tt1990314,Robot & Frank,"Comedy,Crime,Drama",2012,89,7.0,65985
tt0331632,Scooby-Doo 2: Monsters Unleashed,"Adventure,Comedy,Family",2004,93,5.3,65961
tt0190865,Vertical Limit,"Action,Adventure,Drama",2000,124,6.0,65903
tt2364841,Runner Runner,"Crime,Mystery,Thriller",2013,88,5.6,65900
tt6772950,Truth or Dare,"Horror,Mystery,Thriller",2018,100,5.2,65896
tt1222817,Zookeeper,"Comedy,Family,Fantasy",2011,102,5.2,65878
tt0093260,Innerspace,"Action,Adventure,Comedy",1987,120,6.8,65863
tt0382628,Dark Water,"Drama,Horror,Mystery",2005,105,5.6,65831
tt15326988,Ghosted,"Action,Adventure,Comedy",2023,116,5.8,65769
tt0082085,Blow Out,"Crime,Drama,Mystery",1981,108,7.4,65743
tt0491152,Something Borrowed,"Comedy,Drama,Romance",2011,112,5.8,65712
tt1197628,Observe and Report,"Action,Comedy,Crime",2009,86,5.8,65692
tt0403508,The Sisterhood of the Traveling Pants,"Comedy,Drama,Romance",2005,119,6.5,65687
tt13640696,See How They Run,"Comedy,Crime,Mystery",2022,98,6.5,65660
tt0416508,Becoming Jane,"Biography,Drama,Romance",2007,120,7.0,65659
tt0492044,The Haunting in Connecticut,"Drama,Horror,Mystery",2009,92,5.8,65650
tt0089767,Pale Rider,"Drama,Western",1985,115,7.3,65634
tt0284490,Showtime,"Action,Comedy,Crime",2002,95,5.5,65627
tt2106651,Spectral,"Action,Adventure,Sci-Fi",2016,107,6.3,65613
tt0068699,High Plains Drifter,"Drama,Mystery,Western",1973,105,7.4,65574
tt8526872,Dolemite Is My Name,"Biography,Comedy,Drama",2019,118,7.2,65569
tt0099329,Cry-Baby,"Comedy,Musical",1990,85,6.5,65554
tt6908274,Mirage,"Drama,Fantasy,Mystery",2018,128,7.4,65544
tt1232776,Fish Tank,Drama,2009,123,7.3,65531
tt0499097,Without Remorse,"Action,Drama,Thriller",2021,109,5.8,65524
tt6920084,Resident Evil: Welcome to Raccoon City,"Action,Horror,Sci-Fi",2021,107,5.2,65522
tt0388125,In Her Shoes,"Comedy,Drama,Romance",2005,130,6.5,65506
tt5168192,"I, Daniel Blake",Drama,2016,100,7.8,65505
tt0106701,Dennis the Menace,"Comedy,Family",1993,94,5.7,65499
tt6742252,The Guilty,"Crime,Drama,Thriller",2018,85,7.5,65387
tt3083016,Beverly Hills Cop: Axel F,"Action,Comedy,Crime",2024,118,6.5,65374
tt5186714,The Salesman,"Drama,Thriller",2016,124,7.7,65357
tt0107554,Menace II Society,"Crime,Drama,Thriller",1993,97,7.5,65349
tt0800308,Appaloosa,"Action,Crime,Drama",2008,115,6.7,65287
tt1703199,Grave Encounters,"Horror,Mystery",2011,92,6.1,65270
tt6587046,The Boy and the Heron,"Adventure,Animation,Drama",2023,124,7.5,65264
tt0144120,Bride of Chucky,"Comedy,Horror,Thriller",1998,89,5.6,65246
tt0758794,We Are Marshall,"Drama,Sport",2006,131,7.0,65215
tt4547056,The Girl with All the Gifts,"Action,Adventure,Drama",2016,111,6.6,65193
tt12888462,My Octopus Teacher,"Documentary,Drama",2020,85,8.1,65168
tt11655202,Riders of Justice,"Action,Comedy,Drama",2020,116,7.5,65136
tt0067800,Straw Dogs,"Crime,Drama,Thriller",1971,113,7.4,65127
tt0111686,New Nightmare,"Fantasy,Horror,Mystery",1994,112,6.4,65117
tt0106246,Alive,"Biography,Drama,Thriller",1993,128,7.1,65115
tt1438254,Charlie St. Cloud,"Drama,Fantasy,Romance",2010,99,6.4,65029
tt1185416,When in Rome,"Comedy,Romance",2010,91,5.5,65014
tt0120770,A Night at the Roxbury,"Comedy,Music,Romance",1998,82,6.2,65002
tt0111438,Timecop,"Action,Crime,Sci-Fi",1994,99,5.9,64999
tt0983213,"5 Centimeters per Second","Animation,Drama,Family",2007,63,7.5,64994
tt2717822,Blackhat,"Action,Crime,Thriller",2015,133,5.5,64973
tt0079367,The Jerk,Comedy,1979,94,7.1,64930
tt9052870,Chhichhore,"Comedy,Drama,Romance",2019,143,8.3,64907
tt2234003,Calvary,"Crime,Drama,Mystery",2014,102,7.4,64885
tt0098382,Star Trek V: The Final Frontier,"Action,Adventure,Fantasy",1989,107,5.5,64881
tt2112124,Chennai Express,"Action,Comedy,Drama",2013,141,6.2,64873
tt1024255,Wild Child,Comedy,2008,98,6.1,64852
tt3758172,Jungle,"Action,Adventure,Biography",2017,115,6.7,64755
tt1987680,The Upside,"Comedy,Drama",2017,126,7.0,64752
tt0489237,The Nanny Diaries,"Comedy,Drama,Romance",2007,105,6.2,64734
tt9198364,Three Thousand Years of Longing,"Drama,Fantasy,Romance",2022,108,6.7,64673
tt0297284,Mindhunters,"Crime,Horror,Thriller",2004,106,6.3,64657
tt0443465,Before We Go,"Comedy,Drama,Romance",2014,95,6.8,64590
tt0116669,Jack,"Comedy,Drama,Fantasy",1996,113,5.8,64504
tt0120877,Vampires,"Action,Horror,Thriller",1998,108,6.1,64498
tt1439572,Perfect Sense,"Drama,Romance,Sci-Fi",2011,92,7.0,64474
tt1258972,The Man with the Iron Fists,Action,2012,95,5.4,64460
tt13664684,Karthikeya 2,"Action,Adventure,Fantasy",2022,150,7.9,64419
tt6398184,Downton Abbey,"Drama,Romance",2019,122,7.4,64419
tt1704573,Bernie,"Biography,Comedy,Crime",2011,104,6.8,64418
tt8110232,The Many Saints of Newark,"Crime,Drama",2021,120,6.3,64410
tt0144214,The General's Daughter,"Crime,Drama,Mystery",1999,116,6.4,64403
tt0120913,Titan A.E.,"Action,Adventure,Animation",2000,94,6.6,64383
tt9214832,Emma.,"Comedy,Drama,Romance",2020,124,6.7,64378
tt0110367,Little Women,"Drama,Family,Romance",1994,115,7.3,64361
tt13521006,Beau Is Afraid,"Comedy,Drama,Horror",2023,179,6.7,64335
tt0304669,The Santa Clause 2,"Comedy,Family,Fantasy",2002,104,5.7,64299
tt1093357,The Darkest Hour,"Action,Adventure,Horror",2011,89,4.9,64287
tt0780511,Everybody's Fine,"Adventure,Drama",2009,99,7.1,64278
tt0449089,RV,"Adventure,Comedy,Family",2006,99,5.6,64210
tt27489557,Abigail,"Horror,Thriller",2024,109,6.6,64182
tt0862467,Valhalla Rising,"Action,Adventure,Drama",2009,93,6.0,64147
tt1270262,The Devil's Double,"Biography,Drama,Thriller",2011,109,7.0,64135
tt0098384,Steel Magnolias,"Comedy,Drama,Romance",1989,117,7.3,64134
tt0087985,Red Dawn,"Action,Drama,Thriller",1984,114,6.3,64126
tt14826022,You People,"Comedy,Romance",2023,117,5.5,64124
tt0098627,Weekend at Bernie's,"Adventure,Comedy,Crime",1989,97,6.4,64037
tt0069995,Don't Look Now,"Drama,Horror,Mystery",1973,110,7.1,64005
tt0466909,The Omen,"Drama,Fantasy,Horror",2006,110,5.5,63989
tt0113198,A Goofy Movie,"Adventure,Animation,Comedy",1995,78,6.9,63958
tt0476964,The Brave One,"Action,Crime,Drama",2007,122,6.7,63944
tt0101587,City Slickers,"Comedy,Western",1991,113,6.8,63938
tt0032599,His Girl Friday,"Comedy,Drama,Romance",1940,92,7.8,63937
tt0095497,The Last Temptation of Christ,Drama,1988,164,7.5,63930
tt8784956,Ava,"Action,Crime,Drama",2020,96,5.5,63926
tt0275491,Bad Education,"Crime,Drama",2004,106,7.4,63891
tt2869728,Ride Along 2,"Action,Comedy,Crime",2016,102,5.9,63802
tt8291806,Pain and Glory,Drama,2019,113,7.5,63797
tt0119874,The Peacemaker,"Action,Drama,Thriller",1997,124,6.0,63740
tt0482572,Pride and Glory,"Crime,Drama,Thriller",2008,130,6.6,63715
tt1032846,"4 Months, 3 Weeks and 2 Days",Drama,2007,113,7.9,63703
tt0073802,Three Days of the Condor,"Crime,Mystery,Thriller",1975,117,7.4,63691
tt0084434,An Officer and a Gentleman,"Drama,Romance",1982,124,7.1,63690
tt0077405,Days of Heaven,"Drama,Romance",1978,94,7.7,63668
tt0431021,The Possession,"Horror,Mystery,Thriller",2012,92,5.9,63665
tt0070909,Westworld,"Action,Drama,Sci-Fi",1973,88,6.9,63661
tt5535276,Maestro,"Biography,Drama,History",2023,129,6.5,63647
tt0108255,Super Mario Bros.,"Adventure,Comedy,Family",1993,104,4.2,63620
tt0065207,Where Eagles Dare,"Action,Adventure,War",1968,158,7.6,63612
tt5610554,Tully,"Comedy,Drama,Mystery",2018,95,6.9,63572
tt0096463,Working Girl,"Comedy,Drama,Romance",1988,113,6.8,63550
tt1075417,Race to Witch Mountain,"Action,Adventure,Family",2009,98,5.7,63546
tt0427309,The Great Debaters,"Biography,Drama,Romance",2007,126,7.5,63538
tt4761112,The Mauritanian,"Biography,Crime,Drama",2021,129,7.5,63527
tt1758692,Like Crazy,"Drama,Romance",2011,86,6.6,63505
tt0452598,Cheaper by the Dozen 2,"Adventure,Comedy,Family",2005,94,5.5,63438
tt0385887,Motherless Brooklyn,"Crime,Drama,Mystery",2019,144,6.8,63434
tt1567437,The Voices,"Comedy,Crime,Horror",2014,103,6.3,63427
tt0146309,Thirteen Days,"Drama,History,Thriller",2000,145,7.3,63401
tt1124037,Free State of Jones,"Action,Biography,Drama",2016,139,6.9,63382
tt3042408,Who Am I,"Crime,Drama,Mystery",2014,102,7.4,63312
tt0068182,"Aguirre, the Wrath of God","Action,Adventure,Biography",1972,95,7.8,63254
tt0023969,Duck Soup,"Comedy,Musical",1933,69,7.7,63251
tt0266489,Duplex,Comedy,2003,89,5.9,63233
tt10160976,The Nun II,"Horror,Mystery,Thriller",2023,110,5.6,63227
tt0460829,Inland Empire,"Drama,Fantasy,Mystery",2006,180,6.8,63222
tt1661382,Grudge Match,"Comedy,Drama,Sport",2013,113,6.4,63208
tt0105435,Sneakers,"Comedy,Crime,Drama",1992,126,7.1,63171
tt0089370,The Jewel of the Nile,"Action,Adventure,Comedy",1985,106,6.1,63142
tt5592248,The Beguiled,"Drama,History,Thriller",2017,93,6.3,63127
tt11755740,Texas Chainsaw Massacre,"Crime,Horror,Thriller",2022,81,4.7,63125
tt0264935,Murder by Numbers,"Crime,Mystery,Thriller",2002,115,6.2,63110
tt0831887,The Spirit,"Action,Crime,Fantasy",2008,103,4.7,63085
tt0118771,Breakdown,"Crime,Drama,Mystery",1997,93,7.0,63074
tt0239395,Cats & Dogs,"Action,Adventure,Comedy",2001,87,5.2,63052
tt0091541,The Money Pit,Comedy,1986,91,6.4,63029
tt0787524,The Man Who Knew Infinity,"Biography,Drama",2015,108,7.2,62953
tt0056687,What Ever Happened to Baby Jane?,"Drama,Horror,Thriller",1962,134,8.0,62925
tt0427312,Grizzly Man,"Biography,Documentary",2005,103,7.8,62828
tt0112950,Empire Records,"Comedy,Drama,Music",1995,90,6.7,62827
tt0103939,Chaplin,"Biography,Comedy,Drama",1992,143,7.5,62794
tt10083340,Gangubai Kathiawadi,"Biography,Crime,Drama",2022,152,7.8,62725
tt0817538,Drillbit Taylor,"Action,Comedy,Crime",2008,110,5.7,62723
tt0327137,Secondhand Lions,"Comedy,Drama,Family",2003,109,7.5,62715
tt0102494,My Own Private Idaho,Drama,1991,104,7.0,62713
tt0081455,Scanners,"Horror,Sci-Fi,Thriller",1981,103,6.7,62643
tt0095742,A Nightmare on Elm Street 4: The Dream Master,Horror,1988,93,5.6,62575
tt3612616,Mommy,Drama,2014,139,8.0,62568
tt0116126,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,"Comedy,Crime",1996,89,6.5,62537
tt0075784,A Bridge Too Far,"Drama,History,War",1977,175,7.4,62531
tt0106387,Benny & Joon,"Comedy,Drama,Romance",1993,98,7.1,62528
tt0466342,Date Movie,"Comedy,Romance",2006,83,2.8,62504
tt3169706,Pride,"Biography,Comedy,Drama",2014,119,7.8,62479
tt0102803,The Rocketeer,"Action,Adventure,Family",1991,108,6.6,62477
tt6543652,Cold War,"Drama,Music,Romance",2018,89,7.5,62477
tt0278488,How High,"Comedy,Fantasy",2001,93,6.2,62419
tt10752004,Love Hard,"Comedy,Romance",2021,104,6.3,62395
tt0080745,Flash Gordon,"Action,Adventure,Sci-Fi",1980,111,6.5,62381
tt0212712,"2046","Drama,Romance,Sci-Fi",2004,129,7.4,62332
tt0078935,Cannibal Holocaust,"Adventure,Horror",1980,95,5.8,62295
tt0026029,The 39 Steps,"Crime,Mystery,Thriller",1935,86,7.6,62289
tt0401997,Breach,"Biography,Crime,Drama",2007,110,7.0,62251
tt1075747,Jonah Hex,"Action,Drama,Fantasy",2010,81,4.7,62250
tt0211443,Jason X,"Action,Horror,Sci-Fi",2001,92,4.4,62234
tt8110640,In the Shadow of the Moon,"Action,Crime,Mystery",2019,115,6.2,62223
tt0397078,Just My Luck,"Comedy,Fantasy,Romance",2006,103,5.5,62219
tt4853102,Batman: The Killing Joke,"Action,Animation,Crime",2016,76,6.4,62211
tt2279373,The SpongeBob Movie: Sponge Out of Water,"Adventure,Animation,Comedy",2015,92,6.0,62208
tt0398375,Rumor Has It...,"Comedy,Drama,Romance",2005,97,5.5,62196
tt0116253,Executive Decision,"Action,Adventure,Thriller",1996,133,6.5,62147
tt2788732,Pete's Dragon,"Action,Adventure,Comedy",2016,102,6.7,62112
tt0787474,The Boxtrolls,"Adventure,Animation,Comedy",2014,96,6.8,62085
tt0115736,Bound,"Crime,Thriller",1996,109,7.3,62069
tt1226774,In the Loop,Comedy,2009,106,7.4,62036
tt0015648,Battleship Potemkin,"Drama,History,Thriller",1925,66,7.9,61991
tt15654328,Leo,"Action,Crime,Drama",2023,164,7.2,61974
tt10855768,Missing,"Drama,Mystery,Thriller",2023,111,7.1,61958
tt0097659,Kickboxer,"Action,Sport,Thriller",1989,97,6.4,61936
tt2091935,Mr. Right,"Action,Comedy,Crime",2015,95,6.3,61934
tt1029360,Poltergeist,"Horror,Thriller",2015,93,4.9,61918
tt14107554,Dasvi,"Comedy,Drama",2022,125,7.4,61883
tt8115900,The Bad Guys,"Adventure,Animation,Comedy",2022,100,6.8,61878
tt2932536,"47 Meters Down","Horror,Mystery,Thriller",2017,89,5.6,61855
tt0074812,Logan's Run,"Action,Adventure,Sci-Fi",1976,119,6.8,61789
tt0085636,Halloween III: Season of the Witch,"Horror,Mystery,Sci-Fi",1982,98,5.2,61778
tt0019254,The Passion of Joan of Arc,"Biography,Drama,History",1928,114,8.1,61763
tt0118789,Buffalo '66,"Comedy,Drama,Romance",1998,110,7.4,61758
tt0245686,Joe Dirt,"Adventure,Comedy,Drama",2001,91,6.0,61739
tt0114787,Underground,"Comedy,Drama,Fantasy",1995,167,8.0,61705
tt2350496,The Lunchbox,"Drama,Romance",2013,104,7.8,61682
tt10168670,Bones and All,"Drama,Horror,Romance",2022,131,6.8,61655
tt13603966,Heart of Stone,"Action,Crime,Thriller",2023,122,5.7,61653
tt0103060,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,"Action,Adventure,Comedy",1991,88,6.0,61602
tt0489049,Fanboys,"Adventure,Comedy,Crime",2009,90,6.5,61580
tt0368794,I'm Not There,"Biography,Drama,Music",2007,135,6.8,61576
tt2752772,Sinister 2,"Horror,Mystery,Thriller",2015,97,5.3,61535
tt0116830,Last Man Standing,"Action,Crime,Drama",1996,101,6.4,61458
