"tconst","primaryTitle","genres","startYear","runtimeMinutes","averageRating","numVotes"
tt0424774,The Adventures of Sharkboy and Lavagirl 3-D,"Action,Adventure,Comedy",2005,93,3.8,43090
tt0034248,Suspicion,"Film-Noir,Mystery,Thriller",1941,99,7.3,43088
tt0117883,Thesis,"Crime,Horror,Mystery",1996,125,7.4,43063
tt1426329,Lovelace,"Biography,Drama",2013,93,6.2,43061
tt1314228,Did You Hear About the Morgans?,"Comedy,Drama,Romance",2009,103,4.9,43060
tt14253846,Speak No Evil,"Drama,Horror,Thriller",2022,97,6.6,43051
tt0239948,Saving Silverman,"Comedy,Crime,Romance",2001,90,5.9,43040
tt0099939,King of New York,"Crime,Thriller",1990,103,6.9,43038
tt0308055,Bobby,"Biography,Drama,History",2006,117,7.0,43014
tt0452681,The Santa Clause 3: The Escape Clause,"Adventure,Comedy,Family",2006,92,4.8,42998
tt0086927,Bachelor Party,Comedy,1984,105,6.3,42983
tt0283900,The Spanish Apartment,"Comedy,Drama,Romance",2002,122,7.3,42969
tt3319920,Regression,"Crime,Drama,Mystery",2015,106,5.6,42967
tt6324278,Abominable,"Adventure,Animation,Comedy",2019,97,7.0,42966
tt0266452,Death to Smoochy,"Comedy,Crime,Drama",2002,109,6.3,42965
tt4884540,Angels Apocalypse,"Action,Fantasy,Sci-Fi",2015,85,1.4,42951
tt0045061,The Quiet Man,"Comedy,Drama,Romance",1952,129,7.7,42943
tt1837703,The Fifth Estate,"Biography,Crime,Drama",2013,128,6.2,42938
tt2467046,Left Behind,"Action,Fantasy,Sci-Fi",2014,110,3.1,42937
tt0913425,Broken Embraces,"Drama,Romance,Thriller",2009,127,7.2,42935
tt5001718,"Everything, Everything","Drama,Romance",2017,96,6.3,42934
tt20256528,What Is a Woman?,Documentary,2022,95,8.2,42922
tt0057129,The Haunting,Horror,1963,112,7.4,42907
tt2113681,The 100 Year-Old Man Who Climbed Out the Window and Disappeared,"Adventure,Comedy",2013,114,7.0,42905
tt14993250,Rocky Aur Rani Kii Prem Kahaani,"Comedy,Drama,Family",2023,168,6.5,42888
tt0051808,The Hidden Fortress,"Action,Adventure,Drama",1958,126,8.1,42882
tt2058107,The Railway Man,"Biography,Drama,Romance",2013,116,7.1,42877
tt0092718,Can't Buy Me Love,"Comedy,Drama,Romance",1987,94,6.8,42836
tt0329028,Dumb and Dumberer: When Harry Met Lloyd,Comedy,2003,85,3.4,42800
tt0049261,Giant,"Drama,Western",1956,201,7.6,42795
tt0089374,Police Story,"Action,Comedy,Crime",1985,100,7.5,42752
tt0247425,In the Bedroom,"Crime,Drama",2001,131,7.4,42733
tt13510660,Dhamaka,"Action,Crime,Drama",2021,103,6.8,42716
tt0108065,Searching for Bobby Fischer,"Biography,Drama,Sport",1993,109,7.4,42704
tt1833116,The Informer,"Action,Crime,Drama",2019,113,6.6,42702
tt4154916,Replicas,"Action,Drama,Sci-Fi",2018,107,5.5,42684
tt0105414,Single White Female,"Drama,Thriller",1992,107,6.4,42668
tt0184858,Reindeer Games,"Action,Crime,Thriller",2000,104,5.8,42666
tt0085244,The Big Chill,"Comedy,Drama",1983,105,7.1,42598
tt0113253,Halloween: The Curse of Michael Myers,"Horror,Thriller",1995,87,4.7,42593
tt1590089,Confessions,"Drama,Thriller",2010,106,7.7,42545
tt0306841,The Lizzie McGuire Movie,"Adventure,Comedy,Family",2003,94,5.5,42544
tt0407265,Transamerica,"Adventure,Comedy,Drama",2005,103,7.4,42528
tt0338309,Evil,Drama,2003,113,7.7,42483
tt10275534,To Catch a Killer,"Action,Crime,Drama",2023,119,6.6,42465
tt0110598,Muriel's Wedding,"Comedy,Drama",1994,106,7.2,42457
tt5001754,Braven,"Action,Thriller",2018,94,5.9,42446
tt1035736,Coco Before Chanel,"Biography,Drama",2009,105,6.7,42433
tt0082432,Gallipoli,"Adventure,Drama,History",1981,110,7.4,42394
tt0092106,The Transformers: The Movie,"Action,Adventure,Animation",1986,84,7.2,42372
tt9873892,They Cloned Tyrone,"Comedy,Mystery,Sci-Fi",2023,122,6.6,42358
tt0434139,The Last Kiss,"Comedy,Drama,Romance",2006,104,6.4,42348
tt0097108,"The Cook, the Thief, His Wife & Her Lover","Crime,Drama",1989,124,7.5,42333
tt2101473,The Physician,"Adventure,Drama,History",2013,155,7.2,42326
tt0779982,Black Sheep,"Comedy,Horror,Sci-Fi",2006,87,5.8,42321
tt0074937,Murder by Death,"Comedy,Crime,Mystery",1976,95,7.3,42320
tt1521197,Anonymous,"Drama,Thriller",2011,130,6.8,42318
tt13491110,Antim: The Final Truth,"Action,Crime,Drama",2021,138,6.2,42276
tt0387514,Prime,"Comedy,Drama,Romance",2005,105,6.2,42255
tt1758795,The To Do List,"Comedy,Romance",2013,104,5.8,42241
tt0429589,The Ant Bully,"Adventure,Animation,Comedy",2006,88,5.8,42238
tt5640450,ARQ,"Action,Sci-Fi,Thriller",2016,88,6.3,42210
tt0068555,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,Comedy,1972,88,6.7,42197
tt0109348,Bullets Over Broadway,"Comedy,Crime",1994,98,7.4,42195
tt0087995,Repo Man,"Action,Comedy,Crime",1984,92,6.8,42176
tt0085809,Koyaanisqatsi,"Documentary,Music",1982,86,8.2,42175
tt0076723,Slap Shot,"Comedy,Drama,Sport",1977,123,7.3,42171
tt0113041,Father of the Bride Part II,"Comedy,Family,Romance",1995,106,6.1,42170
tt0116191,Emma,"Comedy,Drama,Romance",1996,120,6.6,42169
tt0291341,Mean Machine,"Comedy,Crime,Drama",2001,99,6.4,42146
tt1186370,Spread,"Comedy,Drama,Romance",2009,97,5.8,42143
tt1754700,The Prototype,"Action,Sci-Fi,Thriller",2022,97,2.3,42142
tt2637294,Hot Tub Time Machine 2,"Comedy,Mystery,Sci-Fi",2015,93,5.0,42116
tt0221073,Chopper,"Biography,Crime,Drama",2000,94,7.1,42106
tt0118636,Apt Pupil,"Crime,Drama,Thriller",1998,111,6.7,42097
tt0162677,Summer of Sam,"Crime,Drama,Romance",1999,142,6.7,42078
tt0419294,The Three Burials of Melquiades Estrada,"Adventure,Crime,Drama",2005,121,7.3,42078
tt0113862,Mr. Holland's Opus,"Drama,Music",1995,144,7.3,42054
tt1285309,The Joneses,"Comedy,Drama",2009,96,6.4,41981
tt0402901,The Cave,"Adventure,Horror,Sci-Fi",2005,97,5.1,41976
tt1340107,In a Better World,"Drama,Romance",2010,118,7.6,41970
tt14549466,Crimes of the Future,"Drama,Horror,Sci-Fi",2022,107,5.8,41961
tt0430912,Basic Instinct 2,"Drama,Mystery,Thriller",2006,114,4.4,41922
tt0105275,Romper Stomper,"Crime,Drama,Thriller",1992,94,6.8,41911
tt0337697,The Prince and Me,"Comedy,Family,Romance",2004,111,5.9,41883
tt3387648,The Taking of Deborah Logan,"Horror,Mystery,Thriller",2014,90,6.0,41870
tt3499096,Race,"Biography,Drama,Sport",2016,134,7.1,41870
tt0119668,Midnight in the Garden of Good and Evil,"Crime,Drama,Mystery",1997,155,6.6,41842
tt0120910,Fantasia 2000,"Animation,Family,Fantasy",1999,75,7.1,41835
tt0063385,Oliver!,"Drama,Family,Musical",1968,153,7.4,41834
tt0086491,Twilight Zone: The Movie,"Horror,Sci-Fi",1983,101,6.4,41792
tt0048750,The Trouble with Harry,"Comedy,Mystery",1955,99,7.0,41778
tt11525644,No Sudden Move,"Crime,Drama,Mystery",2021,115,6.4,41769
tt0073540,Picnic at Hanging Rock,"Drama,Mystery",1975,115,7.4,41753
tt0079714,Phantasm,"Horror,Sci-Fi",1979,89,6.6,41735
tt17076046,Weird: The Al Yankovic Story,"Biography,Comedy,Crime",2022,108,6.9,41727
tt26548265,Maharaja,"Action,Crime,Drama",2024,141,8.6,41695
tt3450650,Paul Blart: Mall Cop 2,"Action,Comedy,Crime",2015,94,4.4,41686
tt0067065,Escape from the Planet of the Apes,"Action,Sci-Fi",1971,98,6.3,41681
tt1265990,The Roommate,"Drama,Horror,Thriller",2011,91,4.8,41673
tt0165710,Detroit Rock City,"Adventure,Comedy,Music",1999,95,6.8,41668
tt0068935,The Way of the Dragon,"Action,Adventure,Comedy",1972,90,7.2,41667
tt3833480,The Outpost,"Action,Drama,History",2019,123,6.8,41657
tt1311071,Kill Your Darlings,"Biography,Drama,Romance",2013,104,6.4,41633
tt0056443,Sanjuro,"Action,Drama,Thriller",1962,96,8.0,41628
tt11198810,She Said,"Drama,History",2022,129,7.3,41622
tt0157503,Drop Dead Gorgeous,"Comedy,Romance,Thriller",1999,97,6.7,41620
tt12361178,Drishyam 2,"Crime,Drama,Thriller",2021,152,8.4,41607
tt12676326,Malcolm & Marie,"Drama,Romance",2021,106,6.6,41603
tt1563742,Overboard,"Comedy,Romance",2018,112,6.0,41598
tt5294518,Eli,"Drama,Horror,Mystery",2019,98,5.8,41591
tt0337876,Birth,"Drama,Fantasy,Mystery",2004,100,6.3,41590
tt11304740,Wish,"Adventure,Animation,Comedy",2023,95,5.6,41586
tt0118956,Deep Rising,"Action,Adventure,Horror",1998,106,6.1,41566
tt0247199,The Believer,Drama,2001,98,7.1,41538
tt14309446,Me Time,Comedy,2022,101,5.1,41536
tt0838247,After.Life,"Drama,Mystery,Thriller",2009,104,5.9,41500
tt1152758,Dear Zachary: A Letter to a Son About His Father,"Biography,Crime,Documentary",2008,95,8.5,41479
tt0091738,Peggy Sue Got Married,"Comedy,Drama,Fantasy",1986,103,6.4,41467
tt0088814,The Black Cauldron,"Action,Adventure,Animation",1985,80,6.3,41459
tt0461936,Don,"Action,Crime,Thriller",2006,171,7.1,41454
tt0278731,Spider,"Drama,Mystery,Thriller",2002,98,6.7,41452
tt0079261,Hair,"Comedy,Drama,Musical",1979,121,7.5,41451
tt5886440,Marrowbone,"Drama,Horror,Mystery",2017,110,6.7,41446
tt0039689,Out of the Past,"Crime,Drama,Film-Noir",1947,97,8.0,41443
tt0344854,Arthur and the Invisibles,"Adventure,Animation,Comedy",2006,94,6.0,41421
tt1031280,Splinter,"Crime,Horror,Sci-Fi",2008,82,6.1,41409
tt0425430,The Messengers,"Drama,Horror,Mystery",2007,90,5.3,41408
tt1703148,The Hunter,"Adventure,Drama,Thriller",2011,100,6.7,41407
tt0079641,Nosferatu the Vampyre,"Drama,Horror",1979,107,7.4,41399
tt0073312,Love and Death,"Comedy,War",1975,85,7.6,41395
tt0107692,Ninja Scroll,"Action,Adventure,Animation",1993,94,7.8,41380
tt7339248,The Art of Self-Defense,"Action,Comedy,Crime",2019,104,6.6,41363
tt0065724,Five Easy Pieces,Drama,1970,98,7.4,41350
tt0097240,Drugstore Cowboy,"Crime,Drama",1989,101,7.2,41341
tt0360139,Chasing Liberty,"Comedy,Romance",2004,111,6.1,41332
tt8151874,Honey Boy,Drama,2019,94,7.2,41317
tt0078446,Up in Smoke,"Comedy,Music",1978,86,6.9,41308
tt4257858,Going Clear: Scientology & the Prison of Belief,Documentary,2015,119,8.0,41304
tt0384642,Kicking & Screaming,"Comedy,Family,Romance",2005,95,5.6,41302
tt0103767,Baraka,Documentary,1992,96,8.5,41299
tt2261331,Black Sea,"Adventure,Drama,Thriller",2014,114,6.4,41287
tt0252501,Hearts in Atlantis,"Drama,Mystery",2001,101,6.9,41284
tt7664504,Three Identical Strangers,"Biography,Documentary,Drama",2018,96,7.6,41284
tt8983202,Kabir Singh,"Action,Drama,Romance",2019,173,7.0,41279
tt0386064,Tae Guk Gi: The Brotherhood of War,"Action,Drama,War",2004,140,8.0,41278
tt1667310,Deadfall,"Action,Adventure,Crime",2012,95,6.2,41269
tt3966404,Mustang,Drama,2015,97,7.6,41263
tt0365929,Whiteout,"Action,Crime,Mystery",2009,101,5.5,41254
tt1045670,Happy-Go-Lucky,"Comedy,Drama,Romance",2008,118,7.0,41239
tt2375605,The Act of Killing,"Biography,Crime,Documentary",2012,117,8.2,41239
tt7504818,Ron's Gone Wrong,"Adventure,Animation,Comedy",2021,107,7.1,41212
tt7518786,'83,"Biography,Drama,History",2021,162,7.5,41210
tt0141109,Jack Frost,"Comedy,Drama,Family",1998,101,5.4,41209
tt2016940,Man of Tai Chi,"Action,Drama",2013,105,6.0,41208
tt7466810,"777 Charlie","Adventure,Comedy,Drama",2022,164,8.7,41169
tt0303361,May,"Drama,Horror",2002,93,6.6,41163
tt0094142,Throw Momma from the Train,"Comedy,Crime,Thriller",1987,88,6.3,41161
tt0066817,Bedknobs and Broomsticks,"Adventure,Animation,Comedy",1971,117,7.0,41136
tt0099763,Henry: Portrait of a Serial Killer,"Biography,Crime,Drama",1986,83,7.0,41106
tt0088184,Stranger Than Paradise,"Comedy,Drama",1984,89,7.4,41098
tt2199711,Vishwaroopam,"Action,Thriller",2013,148,7.9,41098
tt12749596,Host,"Horror,Mystery",2020,57,6.5,41069
tt0047034,Godzilla,"Horror,Sci-Fi",1954,96,7.5,41065
tt0283003,Spun,"Comedy,Crime,Drama",2002,101,6.7,41059
tt0800240,Deception,"Crime,Drama,Mystery",2008,107,6.0,41058
tt0454970,Turistas,"Horror,Mystery,Thriller",2006,93,5.4,41057
tt21454134,The Bikeriders,"Crime,Drama",2023,116,6.7,41050
tt1823664,Annie,"Comedy,Drama,Family",2014,118,5.4,41045
tt0066769,The Andromeda Strain,"Mystery,Sci-Fi,Thriller",1971,131,7.2,41024
tt1262981,World's Greatest Dad,"Comedy,Drama",2009,99,6.9,41024
tt1235189,Wild Target,"Action,Comedy,Crime",2010,98,6.7,40988
tt0464196,Severance,"Comedy,Horror",2006,96,6.4,40985
tt5580266,The Hate U Give,"Crime,Drama",2018,133,7.5,40985
tt0405336,Southland Tales,"Comedy,Drama,Mystery",2006,145,5.3,40964
tt0196216,Small Time Crooks,"Comedy,Crime",2000,94,6.7,40956
tt0347473,Main Hoon Na,"Action,Comedy,Drama",2004,182,7.0,40941
tt0242193,Bully,"Biography,Crime,Drama",2001,108,6.9,40930
tt3787590,We Are Your Friends,"Drama,Music,Romance",2015,96,6.2,40927
tt3679040,Kisi Ka Bhai Kisi Ki Jaan,"Action,Comedy,Drama",2023,145,4.0,40917
tt6195094,Incident in a Ghostland,"Drama,Horror,Mystery",2018,91,6.4,40897
tt12823454,Your Place or Mine,"Comedy,Romance",2023,109,5.7,40874
tt0318155,Looney Tunes: Back in Action,"Adventure,Animation,Comedy",2003,91,5.8,40858
tt1694020,The Guilt Trip,"Comedy,Drama",2012,95,5.8,40843
tt0083190,Thief,"Action,Crime,Drama",1981,123,7.4,40841
tt16300962,When Evil Lurks,Horror,2023,99,6.9,40841
tt2103217,Maniac,"Horror,Thriller",2012,89,6.1,40830
tt0068833,The Last House on the Left,"Crime,Horror,Thriller",1972,84,5.9,40828
tt0762114,License to Wed,"Comedy,Romance",2007,91,5.3,40827
tt1612774,Rubber,"Comedy,Fantasy,Horror",2010,82,5.7,40809
tt6938828,At Eternity's Gate,"Biography,Drama,History",2018,111,6.9,40802
tt0052077,Plan 9 from Outer Space,"Horror,Sci-Fi",1957,79,3.9,40800
tt0082089,Body Heat,"Crime,Drama,Romance",1981,113,7.4,40796
tt0117723,Spy Hard,"Action,Comedy",1996,81,5.3,40772
tt0347246,Ghost in the Shell 2: Innocence,"Animation,Drama,Mystery",2004,100,7.4,40746
tt0080516,The Changeling,"Horror,Mystery",1980,107,7.1,40741
tt5057140,Hold the Dark,"Action,Crime,Drama",2018,125,5.6,40735
tt0082533,The Howling,Horror,1981,91,6.5,40727
tt0037884,The Lost Weekend,"Drama,Film-Noir",1945,101,7.9,40720
tt1244668,Soul Kitchen,"Comedy,Drama",2009,99,7.2,40717
tt0139462,Message in a Bottle,"Drama,Romance",1999,126,6.2,40715
tt0101745,Doc Hollywood,"Comedy,Drama,Romance",1991,104,6.3,40709
tt8108202,Stree,"Comedy,Horror",2018,128,7.5,40708
tt1783732,John Dies at the End,"Comedy,Fantasy,Horror",2012,99,6.3,40691
tt0082136,The Cannonball Run,"Action,Comedy,Sport",1981,95,6.2,40660
tt0094608,The Accused,"Crime,Drama",1988,111,7.1,40636
tt14723224,The Cost of Deception,"Action,Crime,Drama",2021,125,1.5,40600
tt0115988,The Crucible,"Drama,History",1996,124,6.8,40533
tt0024184,The Invisible Man,"Horror,Sci-Fi",1933,71,7.6,40525
tt1130988,JCVD,"Action,Comedy,Crime",2008,97,7.0,40518
tt0078718,And Justice for All,"Crime,Drama,Thriller",1979,119,7.4,40502
tt9848626,Hotel Transylvania 4: Transformania,"Adventure,Animation,Comedy",2022,87,6.0,40493
tt0115783,Bulletproof,"Action,Comedy,Crime",1996,84,5.8,40483
tt0056111,Ivan's Childhood,"Drama,War",1962,95,8.0,40452
tt10095582,The Tragedy of Macbeth,"Drama,Mystery,Thriller",2021,105,7.1,40443
tt0077413,Death on the Nile,"Crime,Drama,Mystery",1978,140,7.2,40435
tt0490084,Because I Said So,"Comedy,Romance",2007,102,5.6,40434
tt19637052,Love Lies Bleeding,"Action,Adventure,Crime",2024,104,6.7,40424
tt0100029,Lionheart,"Action,Crime,Drama",1990,108,6.2,40420
tt1361336,Tom & Jerry,"Adventure,Animation,Comedy",2021,101,5.3,40415
tt0765432,The Baader Meinhof Complex,"Action,Biography,Crime",2008,150,7.3,40406
tt0229260,Book of Shadows: Blair Witch 2,"Adventure,Fantasy,Horror",2000,90,4.0,40376
tt1031969,The Rocker,"Comedy,Music",2008,102,6.2,40369
tt0375568,Astro Boy,"Action,Adventure,Animation",2009,94,6.2,40368
tt1615918,Alvin and the Chipmunks: Chipwrecked,"Adventure,Comedy,Family",2011,87,4.4,40367
tt0116477,Hamlet,Drama,1996,242,7.7,40352
tt0105121,The People Under the Stairs,"Comedy,Horror,Mystery",1991,102,6.4,40338
tt0265298,Big Fat Liar,"Adventure,Comedy,Family",2002,88,5.5,40324
tt0221218,The Glass House,"Crime,Drama,Mystery",2001,106,5.8,40310
tt0090180,To Live and Die in L.A.,"Action,Crime,Drama",1985,116,7.3,40265
tt22041854,Priscilla,"Biography,Drama,Music",2023,113,6.5,40214
tt6038600,Smolensk,"Drama,Thriller",2016,120,1.2,40204
tt1496422,The Paperboy,"Crime,Drama,Mystery",2012,107,5.7,40189
tt0420238,The Tale of Despereaux,"Adventure,Animation,Comedy",2008,93,6.1,40172
tt0076363,The Many Adventures of Winnie the Pooh,"Animation,Comedy,Family",1977,74,7.5,40169
tt0204313,Exorcist: The Beginning,"Horror,Mystery,Thriller",2004,114,5.1,40166
tt0099892,Joe Versus the Volcano,"Comedy,Romance",1990,102,5.9,40160
tt0080319,"9 to 5",Comedy,1980,109,6.9,40154
tt2091473,Promised Land,Drama,2012,106,6.6,40153
tt5619332,Life of the Party,Comedy,2018,105,5.6,40144
tt0054167,Peeping Tom,"Drama,Horror,Thriller",1960,101,7.6,40138
tt11152168,IF,"Animation,Comedy,Drama",2024,104,6.5,40131
tt1073241,Nothing But the Truth,"Crime,Drama,Mystery",2008,108,7.1,40121
tt16304446,Fair Play,"Drama,Mystery,Thriller",2023,113,6.4,40071
tt2006295,The 33,"Biography,Drama,History",2015,127,6.9,40071
tt5867314,The Empty Man,"Drama,Horror,Mystery",2020,137,6.2,40069
tt29808429,Color of Victory,"Biography,History,Sport",2024,157,6.0,40054
tt0274309,"24 Hour Party People","Biography,Comedy,Drama",2002,117,7.3,40048
tt0041546,Kind Hearts and Coronets,"Comedy,Crime",1949,106,8.0,40046
tt0119141,Fools Rush In,"Comedy,Drama,Romance",1997,109,6.1,40036
tt5302918,Nyad,"Biography,Drama,Sport",2023,121,7.1,40024
tt2181931,English Vinglish,"Comedy,Drama,Family",2012,134,7.8,39977
tt0211181,"102 Dalmatians","Adventure,Comedy,Family",2000,100,4.8,39961
tt1366365,The Cold Light of Day,"Action,Thriller",2012,93,4.9,39930
tt0040725,The Red Shoes,"Drama,Music,Romance",1948,135,8.1,39890
tt0090887,Critters,"Comedy,Horror,Sci-Fi",1986,86,6.1,39878
tt0078480,Watership Down,"Adventure,Animation,Drama",1978,91,7.6,39869
tt0079588,The Muppet Movie,"Adventure,Comedy,Family",1979,95,7.6,39834
tt1255919,Holmes & Watson,"Comedy,Crime,Mystery",2018,90,3.9,39817
tt0077681,The Hills Have Eyes,"Horror,Thriller",1977,90,6.3,39810
tt0976238,Old Dogs,"Comedy,Family",2009,88,5.3,39770
tt0329717,Hollywood Homicide,"Action,Comedy,Crime",2003,116,5.3,39747
tt0116242,Everyone Says I Love You,"Comedy,Musical,Romance",1996,101,6.7,39730
tt8114980,Willy's Wonderland,"Action,Comedy,Horror",2021,88,5.5,39716
tt0110443,Major Payne,"Adventure,Comedy,Family",1995,95,6.3,39706
tt0043338,Ace in the Hole,"Drama,Film-Noir",1951,111,8.1,39673
tt2872518,The Shack,"Drama,Fantasy",2017,132,6.3,39663
tt10986222,C'mon C'mon,Drama,2021,109,7.4,39660
tt9812474,Lamb,"Drama,Fantasy,Horror",2021,106,6.3,39651
tt0449487,Passengers,"Mystery,Romance,Thriller",2008,93,5.8,39637
tt2244901,I Give It a Year,"Comedy,Romance",2013,97,5.7,39624
tt14128670,Kimi,"Crime,Drama,Mystery",2022,89,6.3,39619
tt0099528,The Exorcist III,"Drama,Horror,Mystery",1990,110,6.5,39611
tt9115530,The Eyes of Tammy Faye,"Biography,Drama,Romance",2021,126,6.6,39608
tt1234654,Greenberg,"Comedy,Drama,Romance",2010,107,6.1,39597
tt0432291,The Fog,"Horror,Mystery",2005,100,3.7,39570
tt0305669,Bringing Down the House,Comedy,2003,105,5.6,39560
tt0104692,The Lawnmower Man,"Horror,Sci-Fi",1992,108,5.4,39559
tt2059171,"13 Sins","Horror,Thriller",2014,93,6.3,39552
tt0086984,Body Double,"Crime,Drama,Mystery",1984,114,6.8,39544
tt5198068,Wolfwalkers,"Action,Adventure,Animation",2020,103,8.0,39535
tt10362466,After We Collided,"Drama,Romance",2020,105,5.1,39533
tt0100994,Young Guns II,"Action,Drama,Western",1990,104,6.5,39514
tt1413495,Paranoia,"Drama,Thriller",2013,106,5.6,39490
tt1458169,Kidnap,"Action,Crime,Thriller",2017,95,5.9,39482
tt0119951,Private Parts,"Biography,Comedy,Drama",1997,109,6.9,39468
tt0102526,New Jack City,"Action,Crime,Drama",1991,97,6.6,39460
tt0110877,The Postman,"Biography,Comedy,Drama",1994,108,7.8,39440
tt7221896,Cumali Ceber: Allah Seni Alsin,Comedy,2017,100,1.0,39437
tt10003008,The Rental,"Drama,Horror,Mystery",2020,88,5.7,39396
tt0252503,Heist,"Action,Crime,Drama",2001,109,6.5,39338
tt4669788,On the Basis of Sex,"Biography,Drama",2018,120,7.1,39337
tt1266029,Nowhere Boy,"Biography,Drama,Music",2009,98,7.1,39319
tt0101605,The Commitments,"Comedy,Drama,Music",1991,118,7.6,39315
tt0814335,The Stepfather,"Mystery,Thriller",2009,101,5.6,39314
tt0270053,Vizontele,"Comedy,Drama",2001,110,8.0,39280
tt1478839,The Art of Racing in the Rain,"Comedy,Drama,Romance",2019,109,7.6,39277
tt0166485,Anna and the King,"Drama,History,Romance",1999,148,6.7,39272
tt4761916,Unfriended: Dark Web,"Horror,Mystery,Thriller",2018,92,6.0,39270
tt0427954,The Protector,"Action,Crime,Drama",2005,111,7.0,39266
tt15789472,Nowhere,"Drama,Thriller",2023,109,6.3,39261
tt0083946,Fitzcarraldo,"Adventure,Drama",1982,158,8.0,39259
tt0028950,The Grand Illusion,"Drama,War",1937,113,8.1,39258
tt0804492,The Hottie & the Nottie,"Comedy,Romance",2008,91,2.0,39256
tt12908110,Mr. Harrigan's Phone,"Drama,Horror,Mystery",2022,104,6.0,39234
tt0181739,Osmosis Jones,"Action,Adventure,Animation",2001,95,6.3,39207
tt2870708,Wish I Was Here,"Comedy,Drama",2014,106,6.6,39207
tt1709143,The Last Days on Mars,"Adventure,Horror,Sci-Fi",2013,98,5.5,39181
tt0080360,Altered States,"Horror,Sci-Fi,Thriller",1980,102,6.9,39168
tt2016894,Ek Tha Tiger,"Action,Adventure,Romance",2012,132,5.6,39163
tt5690360,Slender Man,"Horror,Mystery,Thriller",2018,93,3.3,39152
tt2639336,Greta,"Drama,Mystery,Thriller",2018,98,6.1,39151
tt13449624,Jug Jugg Jeeyo,"Comedy,Drama,Family",2022,148,6.1,39139
tt0267891,The Ringer,"Comedy,Sport",2005,94,5.8,39118
tt1480295,Killing Season,"Action,Drama,Thriller",2013,91,5.4,39116
tt1734493,Unlocked,"Action,Thriller",2017,98,6.3,39116
tt0033045,The Shop Around the Corner,"Comedy,Drama,Romance",1940,99,8.0,39082
tt0048473,Pather Panchali,Drama,1955,125,8.2,39081
tt0046534,The War of the Worlds,"Action,Sci-Fi,Thriller",1953,85,7.0,39064
tt1078188,Boy A,Drama,2007,106,7.6,39063
tt2378507,The Glass Castle,"Biography,Drama",2017,127,7.1,39021
tt0338188,The Missing,"Adventure,Drama,Thriller",2003,137,6.5,39012
tt13352968,"Good Luck to You, Leo Grande","Comedy,Drama",2022,97,7.2,39007
tt4535650,Dilwale,"Action,Comedy,Drama",2015,158,5.1,38989
tt0084021,Grease 2,"Comedy,Music,Musical",1982,115,4.5,38976
tt2213054,Kai Po Che,"Drama,Sport",2013,120,7.8,38965
tt0096332,The Unbearable Lightness of Being,"Drama,Romance",1988,171,7.3,38963
tt0086320,Sleepaway Camp,Horror,1983,84,6.2,38958
tt8633462,"Quo Vadis, Aida?","Drama,History,War",2020,101,8.0,38945
tt6079772,The Protégé,"Action,Thriller",2021,109,6.1,38944
tt0080491,Caligula,"Drama,History",1979,156,5.3,38942
tt0139668,True Crime,"Crime,Drama,Mystery",1999,127,6.6,38898
tt4262980,Shin Godzilla,"Action,Drama,Horror",2016,120,6.8,38888
tt0092076,The Texas Chainsaw Massacre 2,"Comedy,Horror",1986,101,5.6,38887
tt2891174,"99 Homes","Crime,Drama",2014,112,7.1,38877
tt0775529,The Savages,"Comedy,Drama",2007,113,7.1,38850
tt0113986,Nine Months,"Comedy,Romance",1995,103,5.5,38838
tt0095882,Police Academy 5: Assignment: Miami Beach,"Comedy,Crime",1988,90,4.6,38827
tt0119237,Gummo,"Comedy,Drama",1997,89,6.6,38818
tt0317676,House of the Dead,"Action,Adventure,Horror",2003,90,2.1,38811
tt0168786,Antwone Fisher,"Biography,Drama",2002,120,7.3,38807
tt8356942,The 355,"Action,Thriller",2022,122,5.6,38797
tt1567448,Yahsi Bati - The Ottoman Cowboys,"Adventure,Comedy,Fantasy",2009,112,7.4,38753
tt8080204,Hypnotic,"Action,Drama,Mystery",2023,93,5.5,38734
tt8850222,Peninsula,"Action,Horror,Thriller",2020,116,5.5,38734
tt0101757,Don't Tell Mom the Babysitter's Dead,Comedy,1991,102,6.3,38715
tt0082509,Heavy Metal,"Adventure,Animation,Fantasy",1981,86,6.6,38714
tt11998558,Varisu,"Action,Comedy,Drama",2023,169,6.0,38704
tt0115571,The Arrival,"Mystery,Sci-Fi,Thriller",1996,115,6.2,38703
tt0485601,The Secret of Kells,"Adventure,Animation,Family",2009,75,7.5,38669
tt0093148,Harry and the Hendersons,"Comedy,Family,Fantasy",1987,110,6.1,38649
tt2752200,Young & Beautiful,"Drama,Romance",2013,95,6.7,38646
tt0080979,Kagemusha: The Shadow Warrior,"Drama,History,War",1980,162,7.9,38645
tt5816682,Victoria & Abdul,"Biography,Comedy,Drama",2017,111,6.8,38607
tt0120879,Velvet Goldmine,"Drama,Music",1998,118,6.9,38601
tt1649444,[REC] 3: Genesis,"Action,Horror,Thriller",2012,80,5.0,38597
tt0379889,The Merchant of Venice,"Drama,Romance",2004,131,7.0,38539
tt0114478,Smoke,"Comedy,Drama",1995,112,7.4,38509
tt4964788,Everybody Knows,"Crime,Drama,Mystery",2018,133,6.9,38507
tt0268397,Jimmy Neutron: Boy Genius,"Action,Adventure,Animation",2001,82,6.1,38504
