"tconst","primaryTitle","startYear","runtimeMinutes","averageRating","numVotes"
tt1519461,Area 51,2015,91,4.3,15309
tt0062695,Stolen Kisses,1968,91,7.5,15302
tt0211946,Berlin Calling,2008,109,7.2,15302
tt0381348,The Place Promised in Our Early Days,2004,90,6.9,15302
tt2006040,A Fantastic Fear of Everything,2012,100,5.8,15302
tt0103923,Captain America,1990,97,3.2,15300
tt0805184,Bhagam Bhag,2006,157,6.6,15298
tt11762434,Cosmic Sin,2021,88,2.5,15292
tt2265534,The Lifeguard,2013,98,5.6,15288
tt3296658,Rams,2015,93,7.2,15288
tt14176542,Bardo: False Chronicle of a Handful of Truths,2022,159,6.7,15287
tt0976222,Bandslam,2009,111,6.3,15269
tt1922685,Phantom,2013,98,5.9,15268
tt28554013,Naga,2023,111,5.3,15268
tt0082242,Dead & Buried,1981,94,6.5,15256
tt0339412,Mr. 3000,2004,104,5.6,15255
tt0378072,Hum Tum,2004,143,7.0,15253
tt1743720,The Greatest Movie Ever Sold,2011,90,6.6,15253
tt0030287,Jezebel,1938,104,7.4,15249
tt0081974,Absence of Malice,1981,116,6.9,15245
tt1673697,The Sapphires,2012,103,7.0,15245
tt0102555,Not Without My Daughter,1991,116,6.4,15241
tt7616148,Luce,2019,109,6.6,15241
tt0107096,Heaven & Earth,1993,140,6.8,15239
tt0157472,Clockstoppers,2002,94,5.2,15239
tt0772193,Primeval,2007,93,4.8,15238
tt0850253,Battle in Seattle,2007,98,6.6,15237
tt0298744,Auto Focus,2002,105,6.7,15236
tt1985981,Desi Boyz,2011,122,5.7,15227
tt0444182,Days of Glory,2006,120,7.0,15224
tt0974014,Creation,2009,108,6.6,15223
tt0063611,Shame,1968,103,8.0,15221
tt0384819,Azumi,2003,128,6.7,15221
tt0094663,Another Woman,1988,81,7.2,15210
tt0120207,Steel,1997,97,3.0,15207
tt11700260,Official Competition,2021,115,7.0,15207
tt0107315,Kika,1993,114,6.5,15202
tt1142433,Post Grad,2009,88,5.3,15202
tt0471571,Athadu,2005,172,8.2,15201
tt0106341,Bad Boy Bubby,1993,114,7.3,15195
tt12889404,Cyrano,2021,123,6.4,15187
tt2409818,Open Windows,2014,100,5.1,15184
tt3327624,Infini,2015,110,5.3,15183
tt0042530,Gun Crazy,1950,87,7.6,15182
tt0095348,I'm Gonna Git You Sucka,1988,88,6.6,15179
tt1791614,Struck by Lightning,2012,90,6.2,15171
tt0357111,RRRrrrr!!!,2004,98,5.8,15170
tt0032143,The Women,1939,133,7.7,15164
tt7689964,RBG,2018,98,7.6,15160
tt0096098,Shoot to Kill,1988,110,6.8,15156
tt0066892,Carnal Knowledge,1971,98,6.9,15155
tt2667380,Kill Command,2016,99,5.7,15155
tt5034266,Our Souls at Night,2017,103,6.9,15153
tt2093991,Elvis & Nixon,2016,86,6.4,15147
tt0067372,Macbeth,1971,140,7.4,15145
tt0089421,King Solomon's Mines,1985,100,5.2,15145
tt0079095,The Marriage of Maria Braun,1979,120,7.7,15139
tt1441940,Broken,2012,91,7.2,15139
tt0080391,Attack of the Killer Tomatoes!,1978,83,4.6,15137
tt0246544,The Musketeer,2001,104,4.7,15134
tt0033891,Meet John Doe,1941,122,7.6,15129
tt0028096,The Petrified Forest,1936,82,7.5,15121
tt0129280,The Out-of-Towners,1999,90,5.5,15120
tt0417658,Factotum,2005,94,6.6,15115
tt2417712,Goon: Last of the Enforcers,2017,101,5.8,15114
tt0189584,The Big Kahuna,1999,90,6.5,15113
tt0064782,Paint Your Wagon,1969,164,6.6,15110
tt3479316,Parallels,2015,83,6.0,15110
tt2582500,Shut In,2016,91,4.8,15102
tt0071910,The Night Porter,1974,118,6.6,15100
tt30321146,In a Violent Nature,2024,94,5.6,15100
tt0056412,Ride the High Country,1962,94,7.4,15097
tt0080520,Cheech and Chong's Next Movie,1980,99,6.0,15095
tt0109842,Fresh,1994,114,7.5,15093
tt8535968,System Crasher,2019,125,7.8,15093
tt2090465,Black Butterfly,2017,93,6.1,15092
tt7465992,Mahanati,2018,177,8.4,15083
tt1602472,Two Days in New York,2012,96,6.0,15073
tt0074749,The Killing of a Chinese Bookie,1976,135,7.3,15067
tt0280653,Amen.,2002,132,7.2,15066
tt0037865,Leave Her to Heaven,1945,110,7.6,15065
tt0400426,Far Cry,2008,95,3.2,15065
tt13022984,Khuda Haafiz: Chapter 2 - Agni Pariksha,2022,144,7.4,15064
tt0126604,Pecker,1998,87,6.3,15059
tt0077362,Coming Home,1978,127,7.3,15058
tt0085478,Educating Rita,1983,110,7.2,15058
tt0059550,Operation 'Y' & Other Shurik's Adventures,1965,95,8.4,15049
tt8376234,Peter Rabbit 2: The Runaway,2021,93,6.2,15047
tt0120831,Slums of Beverly Hills,1998,91,6.7,15046
tt0069895,The Crazies,1973,103,6.1,15043
tt6040662,The Children Act,2017,105,6.7,15040
tt19652910,EO,2022,88,6.7,15037
tt6149154,Waiting for the Barbarians,2019,112,5.9,15037
tt1185266,Stan Helsing,2009,92,3.6,15034
tt0118632,The Apostle,1997,134,7.2,15030
tt0995829,XXY,2007,86,7.0,15029
tt0145893,Simply Irresistible,1999,96,5.2,15023
tt2372251,Down a Dark Hall,2018,96,5.1,15020
tt0069747,The Mad Adventures of Rabbi Jacob,1973,95,7.4,15010
tt0051337,The 7th Voyage of Sinbad,1958,88,7.0,15008
tt1119191,The Killing Room,2009,93,5.6,15004
tt0104695,Leap of Faith,1992,108,6.1,15000
tt14121726,Jeepers Creepers: Reborn,2022,88,2.5,14995
tt2517658,The Canal,2014,92,5.8,14995
tt0203632,The Princess and the Warrior,2000,135,7.4,14994
tt0378897,A Touch of Spice,2003,108,7.4,14992
tt0175526,Cherry Falls,1999,92,5.3,14977
tt0815178,The Life Before Her Eyes,2007,90,6.2,14974
tt2103264,Emperor,2012,105,6.5,14972
tt0116630,Indian,1996,185,8.1,14964
tt0220832,Vaastav: The Reality,1999,145,8.0,14963
tt11127690,The Paramedic,2020,94,5.7,14949
tt0070130,The Big Feast,1973,130,7.1,14948
tt5179598,Billionaire Boys Club,2018,108,5.6,14948
tt0021577,L'Age d'Or,1930,63,7.2,14942
tt8333746,Pinocchio,2019,125,6.3,14936
tt0037101,"Murder, My Sweet",1944,95,7.5,14935
tt1854236,Love Is All You Need,2012,116,6.5,14934
tt0374339,Infernal Affairs III,2003,118,6.8,14925
tt8378126,Queen of Hearts,2019,127,7.0,14925
tt0808339,The Heir Apparent: Largo Winch,2008,108,6.4,14921
tt6474040,Stockholm,2018,92,6.1,14921
tt16227014,Fire of Love,2022,98,7.6,14916
tt5175450,Mark Felt: The Man Who Brought Down the White House,2017,103,6.4,14914
tt7026666,Kurup,2021,140,7.0,14913
tt9883832,Moonage Daydream,2022,135,7.6,14913
tt0093209,Hope and Glory,1987,113,7.3,14911
tt15374070,Studio 666,2022,106,5.6,14910
tt0059229,Juliet of the Spirits,1965,137,7.4,14908
tt0421051,Daniel the Wizard,2004,81,1.2,14906
tt0110687,North,1994,87,4.5,14904
tt0218553,Ring 2,1999,95,5.9,14904
tt1570989,Tiny Furniture,2010,98,6.2,14902
tt11790780,The Alpinist,2021,92,7.9,14897
tt2948790,Return to Sender,2015,92,5.1,14896
tt1476425,Turnabout,2016,90,4.8,14894
tt0062407,Two for the Road,1967,111,7.4,14893
tt4120176,Things to Come,2016,102,6.9,14884
tt16227342,Mr. & Mrs. Mahi,2024,139,6.0,14882
tt19653180,Leila's Brothers,2022,165,7.9,14882
tt5198890,Eileen,2023,97,5.9,14881
tt0339840,Undead,2003,97,5.4,14879
tt0420509,The Aura,2005,134,7.1,14869
tt0085743,Jaane Bhi Do Yaaro,1983,132,8.3,14859
tt2414766,Frequencies,2013,109,6.7,14854
tt0110123,In the Army Now,1994,91,5.0,14853
tt0437777,Something New,2006,99,6.6,14847
tt0204137,Animal Factory,2000,94,6.6,14843
tt15486810,Teen Wolf: The Movie,2023,141,5.6,14837
tt0048641,Smiles of a Summer Night,1955,109,7.7,14834
tt6299040,The Ghazi Attack,2017,116,7.5,14829
tt8106160,The American Meme,2018,98,6.1,14827
tt0273435,Ararat,2002,115,6.3,14824
tt19704638,Our Father,2022,97,6.6,14823
tt1653690,Ong Bak 3,2010,99,4.9,14822
tt1462667,Outrage,2010,109,6.8,14820
tt12393526,Bulbbul,2020,94,6.6,14817
tt0460810,The Great Buck Howard,2008,90,6.4,14816
tt2351310,Flu,2013,122,6.6,14816
tt0032701,The Letter,1940,95,7.5,14813
tt13097336,The Lady of Heaven,2021,141,5.7,14812
tt26658272,Amar Singh Chamkila,2024,145,7.8,14812
tt3702996,Suck Me Shakespeer 2,2015,115,5.9,14808
tt0064612,My Night at Maud's,1969,105,7.8,14798
tt0092214,Wildcats,1986,106,6.1,14795
tt0269389,Jalla! Jalla!,2000,88,6.8,14793
tt11169050,Supernova,2020,95,6.9,14789
tt0096219,Talk Radio,1988,110,7.2,14787
tt0452643,Love and Other Disasters,2006,90,6.1,14786
tt0111400,Terminal Velocity,1994,102,5.5,14784
tt0018578,Wings,1927,144,7.5,14782
tt0179098,Moonlight Mile,2002,117,6.6,14782
tt9024106,Unplanned,2019,109,5.5,14781
tt0289635,Young Adam,2003,98,6.3,14777
tt0393597,Earth,2007,90,7.9,14772
tt1632547,Cold Fish,2010,146,7.1,14761
tt5301942,Jersey,2022,170,7.3,14757
tt0162973,Get Real,1998,108,7.5,14756
tt8066940,Indian 2,2024,180,4.1,14750
tt5270948,Chappaquiddick,2017,106,6.4,14745
tt5225338,The Eyes of My Mother,2016,76,6.2,14744
tt0028333,Swing Time,1936,103,7.5,14742
tt0088024,Runaway,1984,99,5.9,14742
tt0285861,Owning Mahowny,2003,104,7.0,14739
tt0095560,Mac and Me,1988,99,3.4,14736
tt1795702,Wild Bill,2011,98,7.2,14736
tt14824590,On the Line,2022,104,5.5,14735
tt0033152,The Thief of Bagdad,1940,106,7.4,14730
tt0831888,Tekkonkinkreet,2006,111,7.5,14725
tt0156794,Eternity and a Day,1998,137,7.9,14719
tt3877674,Men & Chicken,2015,104,6.7,14718
tt6920356,The Souvenir,2019,120,6.4,14716
tt0825236,Caramel,2007,95,7.1,14715
tt0021079,Little Caesar,1931,79,7.2,14714
tt0205177,Kevin & Perry Go Large,2000,82,5.7,14714
tt1545759,Point Blank,2010,84,6.8,14713
tt0028772,A Day at the Races,1937,111,7.5,14711
tt17009348,DogMan,2023,115,6.8,14710
tt0084809,The Toy,1982,102,5.8,14705
tt28066777,Orion and the Dark,2024,93,6.3,14703
tt9898858,Coffee & Kareem,2020,88,5.2,14696
tt15748830,Jaane Jaan,2023,139,7.0,14695
tt3714720,The Hollars,2016,88,6.6,14692
tt20115766,Knox Goes Away,2023,114,6.9,14691
tt0110759,PCU,1994,79,6.5,14679
tt0116707,Joe's Apartment,1996,80,5.5,14674
tt0088083,Sexmission,1984,122,7.5,14672
tt0134154,Ride with the Devil,1999,138,6.7,14672
tt0066831,Big Jake,1971,110,7.1,14666
tt0113321,Home for the Holidays,1995,103,6.6,14664
tt0037988,The Picture of Dorian Gray,1945,110,7.5,14661
tt0084934,Yol,1982,107,8.0,14660
tt0363780,Lymelife,2008,95,6.8,14658
tt4192740,Lemonade,2015,110,7.4,14656
tt2032557,The Reluctant Fundamentalist,2012,130,6.8,14654
tt0412798,Half Light,2006,110,6.0,14644
tt0108539,Weekend at Bernie's II,1993,97,4.8,14642
tt0096870,Going Overboard,1989,99,1.8,14636
tt0120834,Snow Falling on Cedars,1999,127,6.7,14635
tt0210065,Gangster No. 1,2000,103,6.7,14630
tt0112744,The Crossing Guard,1995,111,6.3,14623
tt0062687,Asterix and Cleopatra,1968,72,7.2,14622
tt5952594,The Mustang,2019,96,6.8,14622
tt0023042,I Am a Fugitive from a Chain Gang,1932,92,8.2,14620
tt0029162,Lost Horizon,1937,132,7.6,14620
tt0981072,The Lucky Ones,2008,115,6.9,14620
tt0092804,Cry Freedom,1987,157,7.4,14619
tt7615302,Red Joan,2018,101,6.4,14615
tt1183919,Marley,2012,144,7.9,14614
tt11958344,A Whisker Away,2020,104,6.7,14614
tt0079271,Hardcore,1979,108,7.1,14609
tt0097289,Erik the Viking,1989,107,6.1,14602
tt0080310,Breaker Morant,1980,107,7.8,14601
tt26084002,Self Reliance,2023,85,6.1,14601
tt5073620,Below Her Mouth,2016,94,5.5,14600
tt0053137,On the Beach,1959,134,7.1,14599
tt0068612,Fritz the Cat,1972,78,6.2,14595
tt14731254,Val,2021,109,7.5,14588
tt8963708,And Then We Danced,2019,113,7.6,14583
tt10276482,Love Again,2023,104,5.9,14576
tt2210479,Berserk: The Golden Age Arc I - The Egg of the King,2012,76,7.5,14575
tt0167456,Thunderbirds,2004,95,4.3,14570
tt1808197,Incir Reçeli,2011,94,6.5,14570
tt1231277,S. Darko,2009,103,3.6,14569
tt0455326,Aqua Teen Hunger Force Colon Movie Film for Theaters,2007,86,6.7,14564
tt3014666,Moms' Night Out,2014,98,5.3,14562
tt0080130,When a Stranger Calls,1979,97,6.4,14560
tt0120764,My Favorite Martian,1999,94,5.1,14557
tt2032572,USS Indianapolis: Men of Courage,2016,128,5.3,14557
tt0420206,Summer Storm,2004,98,7.3,14556
tt0112625,Candyman: Farewell to the Flesh,1995,95,5.2,14546
tt13269536,Girl in the Basement,2021,88,6.3,14546
tt0073692,Shampoo,1975,110,6.4,14543
tt5539054,You Get Me,2017,89,4.7,14542
tt0099817,Dark Angel,1990,91,6.1,14532
tt0085780,The Keep,1983,96,5.7,14530
tt0101786,Dutch,1991,107,6.5,14518
tt0113451,Jade,1995,95,5.3,14515
tt0313196,The Crime of Padre Amaro,2002,118,6.7,14512
tt2570858,The Duke of Burgundy,2014,104,6.5,14511
tt0120728,The Last Days of Disco,1998,113,6.7,14509
tt0073198,"Jeanne Dielman, 23, quai du commerce, 1080 Bruxelles",1975,202,7.5,14507
tt2716382,Sea Fever,2019,95,5.7,14502
tt5867800,Aruvi,2016,130,8.4,14496
tt0079579,Moscow Does Not Believe in Tears,1980,150,8.0,14492
tt0419198,The Tiger and the Snow,2005,110,7.0,14488
tt1572311,Tees Maar Khan,2010,135,2.7,14486
tt27802490,Exhuma,2024,134,6.9,14486
tt0067541,Wake in Fright,1971,109,7.6,14485
tt0097390,Fright Night Part 2,1988,104,5.9,14483
tt0078492,The Wild Geese,1978,134,6.8,14482
tt0458367,Right at Your Door,2006,96,6.0,14478
tt0056059,Hatari!,1962,157,7.1,14476
tt10098448,Jesus Revolution,2023,120,7.1,14474
tt1217213,Secret of the Wings,2012,75,7.0,14466
tt3138782,The Miracle,2015,136,7.6,14466
tt0073000,The Pinchcliffe Grand Prix,1975,88,8.4,14459
tt0104181,Wuthering Heights,1992,105,6.6,14456
tt0160611,Ordinary Decent Criminal,2000,93,6.3,14452
tt2650978,The Dark Valley,2014,115,7.1,14452
tt0105466,Stay Tuned,1992,88,6.3,14451
tt0082269,Diva,1981,117,7.1,14449
tt0037635,Dead of Night,1945,77,7.5,14448
tt8829830,Fatale,2020,102,5.4,14442
tt0057590,Tom Jones,1963,129,6.4,14439
tt0144201,Girl on the Bridge,1999,90,7.5,14436
tt0451850,Paheli,2005,140,6.4,14435
tt0455362,The Breed,2006,91,5.1,14429
tt0132512,At First Sight,1999,128,6.0,14427
tt0498097,Climates,2006,98,7.1,14427
tt4009278,Intruders,2015,90,5.7,14425
tt7721946,Housefull 4,2019,145,3.6,14424
tt5085924,Wildling,2018,92,5.5,14422
tt0331952,The Clearing,2004,95,5.8,14420
tt1552224,Outcast,2014,99,4.6,14419
tt10456740,Lost Bullet,2020,92,6.3,14416
tt0480239,Atlas Shrugged: Part I,2011,97,5.6,14407
tt0098575,Valmont,1989,137,7.0,14406
tt0119361,In the Company of Men,1997,97,7.1,14403
tt0055913,Divorce Italian Style,1961,105,7.9,14401
tt0120540,Yes Boss,1997,163,6.7,14397
tt0069865,Charley Varrick,1973,111,7.5,14393
tt11240506,Nobody Sleeps in the Woods Tonight,2020,102,4.9,14393
tt1456472,We Have a Pope,2011,102,6.7,14392
tt4731148,Attraction,2017,132,5.6,14392
tt0097758,Little Monsters,1989,100,6.0,14390
tt0048445,Oklahoma!,1955,145,7.0,14388
tt0119086,Excess Baggage,1997,101,5.4,14379
tt5164184,In Darkness,2018,110,5.8,14379
tt0022158,Monkey Business,1931,77,7.4,14374
tt0959329,Nine Dead,2009,86,5.4,14374
tt5254610,Final Score,2018,104,5.8,14374
tt1341710,The Shrine,2010,85,5.5,14366
tt1486193,"5 Days of War",2011,113,5.5,14364
tt5071886,Kabali,2016,153,6.1,14363
tt0104073,Deep Cover,1992,107,7.0,14361
tt1054580,Desert Flower,2009,120,7.3,14357
tt2229842,Table No. 21,2013,108,7.2,14357
tt0783640,The Last Full Measure,2019,116,6.8,14353
tt3793788,The Escort,2015,88,6.0,14347
tt0102592,One False Move,1991,105,7.1,14346
tt0116531,High School High,1996,86,5.6,14346
tt0112571,Boys on the Side,1995,115,6.5,14334
tt0093412,Law of Desire,1987,102,7.1,14333
tt3478962,My King,2015,124,7.1,14332
tt0105211,Radio Flyer,1992,114,6.9,14330
tt0481797,Youth Without Youth,2007,124,6.1,14326
tt0061847,Samurai Rebellion,1967,128,8.3,14325
tt0096426,Waxwork,1988,95,6.1,14325
tt0012364,The Phantom Carriage,1921,107,8.0,14324
tt0857376,Gabriel,2007,114,5.5,14324
tt0076054,Freaky Friday,1976,98,6.3,14320
tt0099762,Henry & June,1990,136,6.3,14319
tt7074886,The Front Runner,2018,113,6.1,14319
tt0119594,Twilight,1998,94,6.2,14317
tt0063663,The Swimmer,1968,95,7.6,14311
tt1134629,The Private Lives of Pippa Lee,2009,98,6.3,14308
tt0120857,Tea with Mussolini,1999,117,6.9,14307
tt0070294,The Legend of Hell House,1973,95,6.7,14305
tt2296777,Sherlock Gnomes,2018,86,5.2,14304
tt1422032,Even the Rain,2010,103,7.4,14298
tt0109484,"Corrina, Corrina",1994,115,6.6,14297
tt0033373,Ball of Fire,1941,111,7.7,14292
tt0085862,Lone Wolf McQuade,1983,107,6.3,14285
tt9500372,Pocket Hercules: Naim Süleymanoglu,2019,141,8.2,14283
tt8373206,About My Father,2023,90,5.7,14273
tt0238924,The Dangerous Lives of Altar Boys,2002,104,6.9,14267
tt1032856,The Band's Visit,2007,87,7.5,14265
tt0088979,D.A.R.Y.L.,1985,99,6.3,14261
tt0054460,The Bad Sleep Well,1960,151,8.0,14250
tt3678938,Humpty Sharma Ki Dulhania,2014,133,6.0,14250
tt0119381,Inventing the Abbotts,1997,110,6.4,14249
tt0379306,A Good Woman,2004,93,6.4,14243
tt0023238,The Most Dangerous Game,1932,63,7.1,14239
tt0078872,The Black Stallion,1979,118,7.4,14239
tt0089603,Mishima: A Life in Four Chapters,1985,120,7.9,14236
tt0326769,Biker Boyz,2003,110,4.7,14236
tt1264904,Little Nicholas,2009,91,7.1,14230
tt0055895,Days of Wine and Roses,1962,117,7.8,14217
tt21983758,The Teacher,2022,121,6.4,14217
tt0087015,C.H.U.D.,1984,88,5.6,14209
tt0418647,Dreamer,2005,106,6.8,14208
tt1212974,Bitch Slap,2009,109,4.5,14208
tt2366450,Stories We Tell,2012,108,7.5,14207
tt0092654,The Big Easy,1986,102,6.5,14204
tt7464188,In Fabric,2018,118,6.2,14204
tt1756476,Dookudu,2011,170,7.4,14194
tt0424908,Copying Beethoven,2006,104,6.7,14183
tt2017561,Journey to the West: Conquering the Demons,2013,110,6.7,14182
tt0161860,Nowhere in Africa,2001,141,7.5,14180
tt0095715,Alice,1988,86,7.4,14179
tt0380268,Cocaine Cowboys,2006,118,7.7,14177
tt2271563,Forsaken,2015,90,6.4,14177
tt2375574,A Field in England,2013,90,6.2,14177
tt8231668,Good on Paper,2021,92,5.6,14176
tt0105636,Trespass,1992,101,6.3,14174
tt0222012,Hey Ram,2000,186,7.9,14174
tt13539646,The Wandering Earth II,2023,173,6.7,14173
tt10919240,Malik,2021,162,8.0,14166
tt0057603,Black Sabbath,1963,97,7.0,14163
tt21113540,El Conde,2023,110,6.4,14162
tt2193265,Welcome to the Jungle,2013,95,4.9,14154
tt1182921,Ninja,2009,86,5.5,14149
tt0397619,Samaritan Girl,2004,97,7.0,14142
tt13066182,The Good Boss,2021,116,7.1,14138
tt0086859,Against All Odds,1984,128,5.9,14134
tt0187696,Anatomy,2000,103,6.0,14134
tt0069697,"Watch Out, We're Mad",1974,102,7.3,14132
tt0075147,Robin and Marian,1976,106,6.5,14132
tt3825638,Labyrinth of Lies,2014,124,7.3,14132
tt0765447,Evening,2007,117,6.4,14131
tt0057490,The Servant,1963,116,7.8,14130
tt5340300,Lean on Pete,2017,121,7.1,14126
tt5159414,Escape Room,2017,81,4.2,14121
tt11422728,"Summer of Soul (...Or, When the Revolution Could Not Be Televised)",2021,118,8.0,14120
tt0060268,Cul-de-sac,1966,112,7.0,14118
tt11681250,Godmothered,2020,110,6.1,14117
tt0091159,Gung Ho,1986,111,6.3,14109
tt0844993,Hoodwinked Too! Hood vs. Evil,2011,86,4.7,14107
tt15218000,Fire Island,2022,105,6.7,14107
tt0049096,The Court Jester,1955,101,7.8,14105
tt0089960,Vagabond,1985,105,7.6,14104
tt4720702,Bushwick,2017,94,5.2,14091
tt0081617,Terror Train,1980,97,5.8,14081
tt0306434,Aankhen,2002,165,7.4,14080
tt0058135,The Gendarme of Saint-Tropez,1964,90,7.1,14079
tt0165078,After Life,1998,119,7.6,14070
tt13231544,About Dry Grasses,2023,197,7.8,14063
tt6588966,Hichki,2018,116,7.5,14060
tt0112769,La Cérémonie,1995,111,7.5,14057
tt0906108,Why Did I Get Married?,2007,113,5.9,14057
tt6528290,Knights of the Zodiac,2023,112,4.4,14054
tt0407621,Calvaire,2004,88,6.1,14052
tt0089901,Remo Williams: The Adventure Begins,1985,121,6.4,14048
tt0359423,A Home at the End of the World,2004,97,6.6,14045
tt8045906,Words on Bathroom Walls,2020,110,7.2,14044
tt0069280,Slaughterhouse-Five,1972,104,6.8,14041
tt11204094,The Duke,2020,95,6.9,14041
tt1661820,Cut Bank,2014,93,6.1,14039
tt0096094,She's Having a Baby,1988,106,6.0,14037
tt2396566,"20 Feet from Stardom",2013,91,7.4,14036
tt8366590,Baaghi 3,2020,143,2.2,14034
tt3802576,Brothers,2015,156,6.4,14031
tt0061770,Hombre,1967,111,7.4,14030
tt0283632,They,2002,89,4.8,14029
tt0119670,The Mighty,1998,100,7.2,14027
tt0060802,Closely Watched Trains,1966,92,7.6,14023
tt0075925,The Deep,1977,123,6.2,14023
tt0097044,Chances Are,1989,108,6.5,14020
tt1629374,Ronal the Barbarian,2011,89,6.5,14020
tt2678948,Jilla,2014,185,6.2,14020
tt0087921,Places in the Heart,1984,111,7.4,14017
tt1373156,Karthik Calling Karthik,2010,135,7.1,14016
tt0235060,The Road Home,1999,89,7.7,14015
tt13045890,Paper Lives,2021,96,6.6,14015
tt0063035,The Green Berets,1968,142,5.6,14014
tt0243862,Italian for Beginners,2000,112,7.0,14011
tt3754940,Truman,2015,108,7.3,14009
tt7042862,The Man Who Killed Hitler and Then the Bigfoot,2018,98,5.7,14007
tt0063555,The Color of Pomegranates,1969,79,7.6,14005
tt2883434,Black or White,2014,121,6.6,14000
tt0395119,Captain Alatriste: The Spanish Musketeer,2006,145,6.1,13997
tt0045758,Fear and Desire,1952,62,5.3,13994
tt0480269,Interview,2007,84,6.8,13992
tt1828995,Delicacy,2011,108,6.6,13988
tt4859168,Then Came You,2018,97,6.9,13983
tt0076734,Soldier of Orange,1977,165,7.6,13982
tt0106761,Double Dragon,1994,96,3.9,13981
tt0113010,Fair Game,1995,91,4.4,13980
tt0091341,Kin-dza-dza!,1986,135,7.9,13975
tt0069191,Roma,1972,120,7.3,13968
tt0097328,Family Business,1989,110,5.7,13966
tt7601480,Major Grom: Plague Doctor,2021,136,6.3,13965
tt13446168,The Medium,2021,130,6.5,13963
tt10457128,Summer of 85,2020,101,6.9,13962
tt2608732,TPB AFK: The Pirate Bay Away from Keyboard,2013,85,7.4,13962
tt0039417,Germany Year Zero,1948,78,7.8,13956
tt0318283,Alex & Emma,2003,96,5.5,13952
tt0314067,Philanthropy,2002,110,8.4,13950
tt2531318,The Beatles: Eight Days a Week - The Touring Years,2016,106,7.8,13950
tt1311060,A.C.O.D.,2013,88,5.7,13940
tt2989524,Carrie Pilby,2016,98,6.7,13939
tt0099611,Frankenhooker,1990,85,6.2,13931
tt14764464,Code 8: Part II,2024,100,5.7,13926
tt0992911,Flash Point,2007,88,6.7,13920
tt13978306,Brazen,2022,94,4.2,13917
tt0126250,Cookie's Fortune,1999,118,6.8,13915
tt0058715,The Gospel According to St. Matthew,1964,137,7.6,13912
tt14592948,Loving Adults,2022,104,6.5,13911
tt0184526,Gorgeous,1999,121,6.0,13908
tt0057449,The Raven,1963,86,6.5,13905
tt0213790,The Ladies Man,2000,84,5.2,13904
tt0040536,Letter from an Unknown Woman,1948,87,7.9,13895
tt0399877,What the #$*! Do We (K)now!?,2004,109,5.2,13893
tt0165623,Angst,1983,87,7.2,13892
tt2215719,Katy Perry: Part of Me,2012,93,5.9,13890
tt0100594,The Sheltering Sky,1990,138,6.7,13884
tt5222918,The Other Side of Hope,2017,100,7.2,13883
tt0066301,Rio Lobo,1970,114,6.7,13882
tt0105271,Roja,1992,137,8.1,13882
tt1198101,Kites,2010,123,6.0,13880
tt0057251,Lilies of the Field,1963,94,7.5,13879
tt0027652,Fury,1936,92,7.8,13873
tt1151309,Bigger Stronger Faster*,2008,105,7.5,13872
tt10404944,The Stronghold,2020,105,6.9,13866
tt1433810,Mumbai Diaries,2010,100,7.0,13866
tt13429870,Robot Dreams,2023,103,7.6,13865
tt9853500,Bandit,2022,126,6.4,13865
tt0036027,I Walked with a Zombie,1943,69,7.0,13860
tt0117372,The Preacher's Wife,1996,123,5.7,13860
tt0239949,Say It Isn't So,2001,95,5.0,13859
tt1451409,Pokkiri,2007,161,7.5,13858
tt0040662,Oliver Twist,1948,105,7.8,13853
tt0112553,Bombay,1995,130,8.1,13846
tt0099797,The Hot Spot,1990,130,6.4,13845
tt0405821,Casshern,2004,142,6.0,13838
tt0265808,Stealing Harvard,2002,85,5.1,13837
tt0100168,Mo' Better Blues,1990,130,6.7,13835
tt9779516,I Still Believe,2020,116,6.5,13833
tt11893274,Downfall: The Case Against Boeing,2022,89,7.4,13828
tt1558877,Vavien,2009,100,7.5,13827
tt0250310,Corky Romano,2001,86,4.7,13824
tt0089346,Into the Night,1985,115,6.4,13822
tt0081184,Motel Hell,1980,101,6.0,13821
tt0449086,Dominion: Prequel to the Exorcist,2005,117,5.1,13820
tt0461703,Skinwalkers,2006,110,4.5,13820
tt0499262,Takva: A Man's Fear of God,2006,96,7.4,13819
tt0074258,Burnt Offerings,1976,116,6.4,13816
tt1718924,A Family Man,2016,108,6.5,13815
tt1836808,Great Expectations,2012,128,6.3,13815
tt0275773,Versus,2000,119,6.3,13811
tt0052738,The Diary of Anne Frank,1959,180,7.4,13809
tt1183251,Beyond a Reasonable Doubt,2009,106,5.8,13809
tt0964185,Tetro,2009,127,6.8,13808
tt4799064,Mindhorn,2016,89,6.3,13808
tt0496436,White Noise 2: The Light,2007,99,5.7,13807
tt9586294,Better Days,2019,135,7.6,13806
tt0309912,Nicholas Nickleby,2002,132,7.1,13805
tt0107004,Geronimo: An American Legend,1993,115,6.5,13802
tt0252591,King of the Doormen,1976,84,8.4,13801
tt7291268,Gaga: Five Foot Two,2017,100,7.0,13801
tt0213203,Rugrats in Paris,2000,78,6.2,13793
tt10399608,Piggy,2022,99,6.2,13792
tt0184907,Snow Day,2000,89,5.2,13788
tt2784936,Backtrack,2015,90,5.9,13788
tt2125666,The Queen of Versailles,2012,100,7.1,13784
tt0090852,Clockwise,1986,96,6.6,13776
