"tconst","primaryTitle","startYear","runtimeMinutes","averageRating","numVotes"
tt0276919,Dogville,2003,178,8.0,160318
tt0082340,Escape from New York,1981,99,7.1,160272
tt0119345,I Know What You Did Last Summer,1997,101,5.8,160114
tt0306047,Scary Movie 3,2003,84,5.5,160066
tt0080761,Friday the 13th,1980,95,6.4,159869
tt2554274,Crimson Peak,2015,119,6.5,159818
tt5971474,The Little Mermaid,2023,135,7.2,159654
tt0113568,Ghost in the Shell,1995,83,7.9,159616
tt0088323,The NeverEnding Story,1984,102,7.3,159433
tt0452694,The Time Traveler's Wife,2009,107,7.1,159286
tt1568338,Man on a Ledge,2012,102,6.6,159226
tt0989757,Dear John,2010,108,6.3,158869
tt0410297,The Lake House,2006,99,6.8,158866
tt11291274,The Unbearable Weight of Massive Talent,2022,107,7.0,158778
tt0112508,Billy Madison,1995,89,6.4,158740
tt1314655,Devil,2010,80,6.3,158587
tt0350258,Ray,2004,152,7.7,158524
tt1727388,The Way Way Back,2013,103,7.4,158287
tt12844910,Pathaan,2023,146,5.8,158030
tt0120783,The Parent Trap,1998,128,6.7,157882
tt1638002,"Love, Rosie",2014,102,7.1,157795
tt0120102,Seven Years in Tibet,1997,136,7.1,157792
tt6343314,Creed II,2018,130,7.1,157783
tt0780571,Mr. Brooks,2007,120,7.3,157471
tt0119738,My Best Friend's Wedding,1997,105,6.3,157470
tt0159365,Cold Mountain,2003,154,7.2,157431
tt0107120,Hocus Pocus,1993,96,6.9,157396
tt0805564,Lars and the Real Girl,2007,106,7.3,157268
tt0101507,Boyz n the Hood,1991,112,7.8,157176
tt5108870,Morbius,2022,104,5.1,157066
tt1403981,Remember Me,2010,113,7.1,156928
tt0120768,The Negotiator,1998,140,7.3,156914
tt0079417,Kramer vs. Kramer,1979,105,7.8,156754
tt6166392,Wonka,2023,116,7.0,156718
tt1034303,Defiance,2008,137,7.1,156646
tt7984766,The King,2019,140,7.3,156548
tt0040746,Rope,1948,80,7.9,156425
tt0413099,Evan Almighty,2007,96,5.4,156406
tt0090728,Big Trouble in Little China,1986,99,7.2,156348
tt0277027,I Am Sam,2001,132,7.6,156278
tt0414982,Final Destination 3,2006,93,5.8,156234
tt0043274,Alice in Wonderland,1951,75,7.3,156116
tt0093105,"Good Morning, Vietnam",1987,121,7.3,156053
tt3567288,The Visit,2015,94,6.3,155927
tt0307987,Bad Santa,2003,92,7.0,155919
tt0034492,Bambi,1942,69,7.3,155869
tt0369441,Fun with Dick and Jane,2005,90,6.2,155756
tt13143964,Borat Subsequent Moviefilm,2020,95,6.6,155753
tt0465602,Shoot 'Em Up,2007,86,6.6,155745
tt0095159,A Fish Called Wanda,1988,108,7.5,155611
tt0335438,Starsky & Hutch,2004,101,6.1,155560
tt7395114,The Devil All the Time,2020,138,7.1,155461
tt0762107,I Now Pronounce You Chuck & Larry,2007,115,5.9,155257
tt0322330,Freaky Friday,2003,97,6.3,155245
tt0116922,Lost Highway,1997,134,7.6,155070
tt0046183,Peter Pan,1953,77,7.3,155051
tt0071230,Blazing Saddles,1974,93,7.7,154755
tt0443274,Vantage Point,2008,90,6.6,154678
tt2386490,How to Train Your Dragon: The Hidden World,2019,104,7.4,154592
tt1054606,The Imaginarium of Doctor Parnassus,2009,123,6.8,154589
tt0089530,Mad Max Beyond Thunderdome,1985,107,6.2,154416
tt1764234,Killing Them Softly,2012,97,6.2,154365
tt1334260,Never Let Me Go,2010,103,7.1,154362
tt0280590,Mr. Deeds,2002,96,5.8,154328
tt12263384,Extraction II,2023,122,7.0,154178
tt1131734,Jennifer's Body,2009,102,5.5,154023
tt0324216,The Texas Chainsaw Massacre,2003,98,6.2,153826
tt0301357,Good Bye Lenin!,2003,121,7.7,153773
tt5140878,Annabelle: Creation,2017,109,6.5,153455
tt5363618,Sound of Metal,2019,120,7.7,153414
tt13287846,Napoleon,2023,158,6.4,153384
tt8847712,The French Dispatch,2021,107,7.1,153312
tt17279496,Civil War,2024,109,7.1,153265
tt0475394,Smokin' Aces,2006,108,6.6,153249
tt1389137,We Bought a Zoo,2011,124,7.0,153158
tt10731256,Don't Worry Darling,2022,123,6.3,152969
tt0373074,Kung Fu Hustle,2004,99,7.7,152874
tt0100814,Tremors,1990,96,7.2,152871
tt0277434,We Were Soldiers,2002,138,7.2,152818
tt10698680,K.G.F: Chapter 2,2022,166,8.2,152606
tt0100507,Rocky V,1990,104,5.4,152389
tt2203939,The Other Woman,2014,109,6.0,152360
tt0471042,Tower Heist,2011,104,6.2,152252
tt0093822,Raising Arizona,1987,94,7.3,152248
tt1758830,This Is 40,2012,134,6.2,152188
tt0091369,Labyrinth,1986,101,7.3,152145
tt0391198,The Grudge,2004,91,5.9,151968
tt2381111,Brooklyn,2015,117,7.5,151802
tt1399683,Winter's Bone,2010,100,7.1,151655
tt0451079,Horton Hears a Who!,2008,86,6.8,151609
tt1855325,Resident Evil: Retribution,2012,95,5.3,151523
tt1019452,A Serious Man,2009,106,7.0,151367
tt0164912,Stuart Little,1999,84,6.0,151141
tt0765010,Brothers,2009,105,7.1,150826
tt1058017,The Invention of Lying,2009,100,6.4,150695
tt0048280,Lady and the Tramp,1955,76,7.3,150606
tt2866360,Coherence,2013,89,7.2,150592
tt1100089,Foxcatcher,2014,134,7.0,150464
tt0245844,The Count of Monte Cristo,2002,131,7.7,150257
tt0290673,Irreversible,2002,97,7.3,149864
tt0106918,The Firm,1993,154,6.9,149816
tt2034800,The Great Wall,2016,103,5.9,149808
tt2101441,Spring Breakers,2012,94,5.3,149805
tt0103855,The Bodyguard,1992,129,6.4,149804
tt0387131,The Constant Gardener,2005,129,7.3,149643
tt2283336,Men in Black: International,2019,114,5.6,149449
tt1939659,Carrie,2013,100,5.8,149434
tt0091203,Highlander,1986,116,7.0,149418
tt0310793,Bowling for Columbine,2002,120,8.0,149395
tt0079116,Escape from Alcatraz,1979,112,7.6,149349
tt8760708,M3GAN,2022,102,6.3,149328
tt0472033,"9",2009,79,7.0,149307
tt0046250,Roman Holiday,1953,118,8.0,149262
tt0804497,It's Kind of a Funny Story,2010,101,7.1,149209
tt2854926,Tag,2018,100,6.5,149045
tt2180411,Into the Woods,2014,125,5.9,148943
tt9893250,I Care a Lot,2020,118,6.4,148686
tt1488606,Triple Frontier,2019,125,6.5,148676
tt0079522,Manhattan,1979,96,7.8,148628
tt0088258,This Is Spinal Tap,1984,82,7.9,148612
tt0032976,Rebecca,1940,130,8.1,148530
tt0120794,The Prince of Egypt,1998,99,7.2,148500
tt0096256,They Live,1988,94,7.2,148428
tt2561572,Get Hard,2015,100,6.0,148409
tt0112642,Casper,1995,100,6.2,148406
tt1351685,Jack the Giant Slayer,2013,114,6.3,148272
tt1915581,Magic Mike,2012,110,6.1,148162
tt0421239,Red Eye,2005,85,6.5,147985
tt8009428,Hustle,2022,117,7.3,147933
tt2222042,Love and Monsters,2020,109,6.9,147931
tt0482606,The Strangers,2008,86,6.1,147769
tt0312004,Wallace & Gromit: The Curse of the Were-Rabbit,2005,85,7.5,147572
tt5776858,Phantom Thread,2017,130,7.4,147451
tt1615147,Margin Call,2011,107,7.1,147311
tt0120784,Payback,1999,100,7.1,147172
tt1648190,The Dark Tower,2017,95,5.6,147161
tt1086772,Blended,2014,117,6.5,147012
tt0242423,"Dude, Where's My Car?",2000,83,5.5,147003
tt0057076,From Russia with Love,1963,115,7.3,146900
tt2446980,Joy,2015,124,6.6,146846
tt17009710,Anatomy of a Fall,2023,151,7.7,146834
tt0253556,Reign of Fire,2002,101,6.2,146782
tt2096672,Dumb and Dumber To,2014,109,5.6,146749
tt0079944,Stalker,1979,162,8.1,146687
tt0277296,The Scorpion King,2002,92,5.5,146649
tt0815236,She's Out of My League,2010,104,6.4,146381
tt0097441,Glory,1989,122,7.8,146094
tt1549920,The Last Stand,2013,107,6.3,146091
tt0325703,Lara Croft: Tomb Raider - The Cradle of Life,2003,117,5.5,145886
tt3829266,The Predator,2018,107,5.3,145801
tt0417148,Snakes on a Plane,2006,105,5.5,145559
tt0790736,R.I.P.D.,2013,96,5.6,145507
tt5886046,Escape Room,2019,99,6.4,145184
tt0251160,John Q,2002,116,7.1,145132
tt0249462,Billy Elliot,2000,110,7.7,144979
tt5462602,The Big Sick,2017,120,7.5,144844
tt0343135,Along Came Polly,2004,90,6.0,144798
tt0149261,Deep Blue Sea,1999,105,5.9,144699
tt0118842,Chasing Amy,1997,113,7.2,144688
tt0054331,Spartacus,1960,197,7.9,144685
tt3316960,Still Alice,2014,101,7.5,144542
tt0134273,"8MM",1999,123,6.6,144527
tt0475290,"Hail, Caesar!",2016,106,6.3,144228
tt16277242,Society of the Snow,2023,144,7.8,144204
tt4786282,Lights Out,2016,81,6.3,144176
tt3874544,The Boss Baby,2017,97,6.3,144088
tt13345606,Evil Dead Rise,2023,96,6.5,144024
tt2402927,Carol,2015,118,7.2,143974
tt0327850,The Rundown,2003,104,6.7,143967
tt0104952,My Cousin Vinny,1992,120,7.6,143776
tt3152624,Trainwreck,2015,125,6.2,143675
tt0033563,Dumbo,1941,64,7.2,143609
tt1571234,Mortal Engines,2018,128,6.1,143556
tt0947810,Green Zone,2010,115,6.8,143522
tt0816442,The Book Thief,2013,131,7.5,143231
tt7069210,The Conjuring: The Devil Made Me Do It,2021,112,6.3,143184
tt0100150,Miller's Crossing,1990,115,7.7,143180
tt0096928,Bill & Ted's Excellent Adventure,1989,90,6.9,143157
tt0292506,The Recruit,2003,115,6.6,143090
tt2177771,The Monuments Men,2014,118,6.1,143070
tt1878870,The Edge of Seventeen,2016,104,7.3,142759
tt0481536,Harold & Kumar Escape from Guantanamo Bay,2008,114,6.5,142690
tt0093177,Hellraiser,1987,94,6.9,142657
tt0044079,Strangers on a Train,1951,101,7.9,142550
tt11271038,Licorice Pizza,2021,133,7.1,142473
tt1634122,Johnny English Reborn,2011,101,6.3,142389
tt1172570,Bronson,2008,92,7.0,142202
tt0379725,Capote,2005,114,7.3,142113
tt2024432,Identity Thief,2013,111,5.7,142060
tt0095956,Rambo III,1988,102,5.8,141702
tt3531824,Nerve,2016,96,6.5,141515
tt0404032,The Exorcism of Emily Rose,2005,119,6.7,141497
tt0106582,Cliffhanger,1993,113,6.5,141358
tt0424345,Clerks II,2006,97,7.3,141344
tt2388715,Oculus,2013,104,6.5,141338
tt1684562,The Fall Guy,2024,126,6.9,141318
tt0385880,Monster House,2006,91,6.7,141215
tt0384793,Accepted,2006,93,6.4,141138
tt0274558,The Hours,2002,110,7.5,141070
tt9620288,King Richard,2021,144,7.5,140980
tt0063350,Night of the Living Dead,1968,96,7.8,140832
tt1924435,Let's Be Cops,2014,104,6.4,140783
tt0070608,Robin Hood,1973,83,7.5,140741
tt0424095,Flushed Away,2006,85,6.6,140603
tt2305051,Wild,2014,115,7.1,140511
tt0042192,All About Eve,1950,138,8.2,140274
tt0051201,Witness for the Prosecution,1957,116,8.4,140137
tt0452594,The Break-Up,2006,106,5.8,139936
tt1055292,Life as We Know It,2010,114,6.5,139896
tt2582496,Me and Earl and the Dying Girl,2015,105,7.7,139892
tt0427327,Hairspray,2007,117,6.7,139825
tt0164052,Hollow Man,2000,112,5.8,139717
tt2631186,Baahubali: The Beginning,2015,159,8.0,139646
tt0087928,Police Academy,1984,96,6.7,139616
tt0070511,Papillon,1973,151,8.0,139585
tt0092644,Beverly Hills Cop II,1987,103,6.6,139565
tt1538403,The Mortal Instruments: City of Bones,2013,130,5.8,139515
tt0114069,Outbreak,1995,127,6.6,139501
tt1132626,Saw V,2008,92,5.8,139499
tt0325805,Matchstick Men,2003,116,7.3,139433
tt10545296,The Hunger Games: The Ballad of Songbirds & Snakes,2023,157,6.7,139350
tt0096320,Twins,1988,107,6.2,139115
tt1205537,Jack Ryan: Shadow Recruit,2014,105,6.2,139005
tt1174732,An Education,2009,100,7.2,138660
tt0107977,Robin Hood: Men in Tights,1993,104,6.7,138621
tt0125664,Man on the Moon,1999,118,7.4,138577
tt1234548,The Men Who Stare at Goats,2009,94,6.2,138518
tt0089881,Ran,1985,160,8.2,138197
tt0870984,Antichrist,2009,108,6.5,137964
tt1790886,The Campaign,2012,85,6.1,137805
tt0118617,Anastasia,1997,94,7.1,137744
tt0067116,The French Connection,1971,104,7.7,137738
tt0120789,Pleasantville,1998,124,7.5,137477
tt1204975,Last Vegas,2013,105,6.6,137413
tt0251075,Evolution,2001,101,6.1,137371
tt9495224,Black Mirror: Bandersnatch,2018,90,7.1,137328
tt0161081,What Lies Beneath,2000,130,6.6,137302
tt0918927,Doubt,2008,104,7.5,136999
tt0133751,The Faculty,1998,104,6.6,136955
tt0070666,Serpico,1973,130,7.7,136940
tt0117438,Ransom,1996,121,6.7,136741
tt0012349,The Kid,1921,68,8.2,136582
tt0075005,The Omen,1976,111,7.5,136566
tt0113627,Leaving Las Vegas,1995,111,7.5,136532
tt0184894,Shanghai Noon,2000,110,6.6,136478
tt15789038,Elemental,2023,101,7.0,136442
tt1536537,What Happened to Monday,2017,123,6.8,136418
tt5758778,Skyscraper,2018,102,5.8,136356
tt0230011,Atlantis: The Lost Empire,2001,95,6.9,136335
tt1448755,Killer Elite,2011,116,6.4,136303
tt1109624,Paddington,2014,95,7.3,136299
tt0443649,"10,000 BC",2008,109,5.1,136149
tt0758730,Aliens vs. Predator: Requiem,2007,94,4.6,136120
tt0433362,Daybreakers,2009,98,6.4,135893
tt0112431,Babe,1995,91,6.9,135821
tt0397065,House of Wax,2005,113,5.5,135742
tt0092965,Empire of the Sun,1987,153,7.7,135598
tt4651520,Bad Moms,2016,100,6.2,135525
tt0453451,Mr. Bean's Holiday,2007,90,6.4,135437
tt0133240,Treasure Planet,2002,95,7.2,135405
tt0450232,"16 Blocks",2006,102,6.6,135395
tt1615065,Savages,2012,131,6.4,135352
tt1038919,The Bounty Hunter,2010,110,5.5,135314
tt8110330,Dil Bechara,2020,101,8.3,135307
tt0842926,The Kids Are All Right,2010,106,7.0,135126
tt10676048,The Marvels,2023,105,5.5,135126
tt0227445,The Score,2001,124,6.8,135116
tt4034354,Swiss Army Man,2016,97,6.9,135018
tt0365737,Syriana,2005,128,6.9,135011
tt2884206,I Origins,2014,106,7.3,134820
tt2503944,Burnt,2015,101,6.6,134622
tt0111070,The Santa Clause,1994,97,6.6,134396
tt0468492,The Host,2006,120,7.1,134389
tt1616195,J. Edgar,2011,137,6.5,134304
tt2763304,T2 Trainspotting,2017,117,7.2,134202
tt8404614,The Two Popes,2019,125,7.6,134102
tt0104070,Death Becomes Her,1992,104,6.6,134004
tt0305357,Charlie's Angels: Full Throttle,2003,106,4.9,133939
tt0295700,Wrong Turn,2003,84,6.1,133908
tt1692486,Carnage,2011,80,7.1,133851
tt12915716,Adipurush,2023,179,2.7,133799
tt1298649,The Watch,2012,102,5.7,133707
tt0040897,The Treasure of the Sierra Madre,1948,126,8.2,133684
tt0309987,The Dreamers,2003,115,7.1,133673
tt9411972,Where the Crawdads Sing,2022,125,7.2,133615
tt3967856,Okja,2017,120,7.3,133550
tt0402022,Æon Flux,2005,93,5.4,133517
tt0120657,The 13th Warrior,1999,102,6.6,133433
tt0373051,Journey to the Center of the Earth,2008,93,5.8,133283
tt1489887,Booksmart,2019,102,7.1,133181
tt0265459,One Hour Photo,2002,96,6.8,133173
tt0431197,The Kingdom,2007,110,7.0,133139
tt0117731,Star Trek: First Contact,1996,111,7.6,133078
tt0055630,Yojimbo,1961,110,8.2,133071
tt4481414,Gifted,2017,101,7.6,132987
tt0361596,Fahrenheit 9/11,2004,122,7.5,132821
tt0120890,Wild Things,1998,108,6.6,132802
tt0338564,Infernal Affairs,2002,101,8.0,132696
tt1937390,Nymphomaniac: Vol. I,2013,117,6.9,132695
tt0060827,Persona,1966,83,8.1,132568
tt2265171,The Raid 2,2014,150,7.9,132553
tt1482459,The Lorax,2012,86,6.4,132373
tt2312718,Homefront,2013,100,6.5,132135
tt0480687,Hall Pass,2011,105,5.9,131885
tt0293508,The Phantom of the Opera,2004,143,7.2,131753
tt0314353,Tears of the Sun,2003,121,6.6,131733
tt0373883,Halloween,2007,109,6.0,131660
tt4438848,Neighbors 2: Sorority Rising,2016,92,5.7,131620
tt8244784,The Hunt,2020,90,6.6,131458
tt0268695,The Time Machine,2002,96,6.0,131353
tt0449010,Eragon,2006,104,5.1,131160
tt0096446,Willow,1988,126,7.2,131139
tt5649144,The Florida Project,2017,111,7.6,131123
tt0467197,Max Payne,2008,100,5.3,130794
tt0077975,National Lampoon's Animal House,1978,109,7.4,130734
tt1911644,The Call,2013,94,6.7,130717
tt0084827,Tron,1982,96,6.7,130679
tt1904996,Parker,2013,118,6.2,130647
tt10295212,Shershaah,2021,135,8.3,130637
tt0337741,Something's Gotta Give,2003,128,6.7,130553
tt0455824,Australia,2008,165,6.6,130538
tt0362120,Scary Movie 4,2006,83,5.1,130478
tt0084726,Star Trek II: The Wrath of Khan,1982,113,7.7,130417
tt0190138,The Whole Nine Yards,2000,98,6.7,130215
tt3748172,Gerald's Game,2017,103,6.5,130184
tt0418689,Flags of Our Fathers,2006,135,7.1,130120
tt0097351,Field of Dreams,1989,107,7.5,130109
tt0455407,The Crazies,2010,101,6.5,130099
tt1924396,The Best Offer,2013,131,7.8,130078
tt1528854,Daddy's Home,2015,96,6.2,130071
tt10016180,The Little Things,2021,128,6.3,130027
tt0077402,Dawn of the Dead,1978,127,7.8,129964
tt0101410,Barton Fink,1991,116,7.6,129962
tt0245574,Y tu mamá también,2001,106,7.7,129950
tt1135503,Julie & Julia,2009,123,7.0,129948
tt0113749,Mallrats,1995,94,7.0,129801
tt0480025,This Is England,2006,101,7.7,129679
tt1979388,The Good Dinosaur,2015,93,6.7,129601
tt0074486,Eraserhead,1977,89,7.3,129549
tt7979580,The Mitchells vs. the Machines,2021,114,7.6,129447
tt2557478,Pacific Rim: Uprising,2018,111,5.6,129323
tt13238346,Past Lives,2023,105,7.8,129177
tt0053198,The 400 Blows,1959,99,8.1,129132
tt10151854,Shazam! Fury of the Gods,2023,130,5.9,128997
tt0120632,City of Angels,1998,114,6.7,128936
tt1355630,If I Stay,2014,107,6.7,128865
tt0227538,Spy Kids,2001,88,5.6,128824
tt0216216,The 6th Day,2000,123,5.9,128819
tt0080487,Caddyshack,1980,98,7.2,128652
tt6394270,Bombshell,2019,109,6.8,128537
tt0433400,Just Friends,2005,96,6.2,128504
tt0329101,Freddy vs. Jason,2003,97,5.7,128488
tt17024450,The Equalizer 3,2023,109,6.8,128423
tt1000774,Sex and the City,2008,145,5.7,128414
tt0088128,Sixteen Candles,1984,93,7.0,128384
tt1228987,Let Me In,2010,116,7.1,128333
tt0119303,Home Alone 3,1997,102,4.6,128316
tt0059800,Thunderball,1965,130,6.9,128297
tt0462590,Step Up,2006,104,6.5,128164
tt0365907,A Walk Among the Tombstones,2014,114,6.5,128146
tt1854564,Percy Jackson: Sea of Monsters,2013,106,5.7,128034
tt5164432,"Love, Simon",2018,110,7.5,127895
tt14998742,Rebel Moon - Part One: A Child of Fire,2023,133,5.6,127843
tt0162346,Ghost World,2001,111,7.3,127755
tt1389072,Downsizing,2017,135,5.8,127685
tt0074119,All the President's Men,1976,138,7.9,127645
tt1071875,Ghost Rider: Spirit of Vengeance,2011,96,4.3,127639
tt14138650,The Pale Blue Eye,2022,128,6.6,127601
tt0114388,Sense and Sensibility,1995,136,7.7,127585
tt0267913,Scooby-Doo,2002,86,5.3,127507
tt1258197,Exam,2009,101,6.8,127386
tt0289992,The Life of David Gale,2003,130,7.5,127166
tt1233227,Saw VI,2009,90,6.0,127093
tt0355295,The Brothers Grimm,2005,118,5.9,127074
tt0313737,Two Weeks Notice,2002,101,6.1,127010
tt23849204,"12th Fail",2023,147,8.9,126986
tt0327554,Catwoman,2004,104,3.4,126961
tt1622979,Final Destination 5,2011,92,5.9,126952
tt1524137,Contraband,2012,109,6.4,126835
tt1590193,The Commuter,2018,104,6.3,126783
tt0146838,Any Given Sunday,1999,162,6.9,126685
tt3606752,Cars 3,2017,102,6.7,126682
tt0435651,The Giver,2014,97,6.4,126595
tt0113118,Friday,1995,91,7.2,126489
tt0056801,"8½",1963,138,8.0,126417
tt0203019,Men of Honor,2000,129,7.2,126361
tt10298810,Lightyear,2022,105,6.1,126344
tt1206543,Out of the Furnace,2013,116,6.7,126255
tt0113492,Judge Dredd,1995,96,5.6,126163
tt15314262,The Beekeeper,2024,105,6.4,126091
tt0817230,Valentine's Day,2010,125,5.7,126050
tt0085959,The Meaning of Life,1983,107,7.5,125987
tt0472062,Charlie Wilson's War,2007,102,7.0,125853
tt0182789,Bicentennial Man,1999,132,6.9,125822
tt0164184,The Sum of All Fears,2002,124,6.5,125766
tt0328880,Brother Bear,2003,85,6.9,125746
tt0113855,Mortal Kombat,1995,101,5.8,125698
tt1259528,Den of Thieves,2018,140,7.0,125547
tt0119395,The Jackal,1997,124,6.4,125382
tt0117218,The Nutty Professor,1996,95,5.7,125256
tt0430357,Miami Vice,2006,132,6.1,125160
tt0112740,Crimson Tide,1995,116,7.3,125072
tt0137494,Entrapment,1999,113,6.3,124993
tt0822847,Priest,2011,87,5.7,124986
tt1615160,The Foreigner,2017,113,7.0,124966
tt0223897,Pay It Forward,2000,123,7.2,124727
tt1821549,Nebraska,2013,115,7.7,124517
tt0490215,Silence,2016,161,7.2,124410
tt2567026,Alice Through the Looking Glass,2016,113,6.2,124334
tt0250687,Rat Race,2001,112,6.5,124317
tt0397101,The Skeleton Key,2005,104,6.5,124299
tt0486946,Wild Hogs,2007,100,5.8,124275
tt17663992,Scream VI,2023,122,6.5,124254
tt1201167,Funny People,2009,146,6.3,124233
tt1408253,Ride Along,2014,99,6.1,124017
tt0071360,The Conversation,1974,113,7.7,123904
tt0422720,Marie Antoinette,2006,123,6.5,123806
tt0102510,The Naked Gun 2½: The Smell of Fear,1991,85,6.9,123662
tt0317198,Bridget Jones: The Edge of Reason,2004,108,6.0,123632
tt0129290,Patch Adams,1998,115,6.8,123548
tt5638642,The Ritual,2017,94,6.3,123537
tt1025100,Gemini Man,2019,117,5.7,123408
tt1524930,Vacation,2015,99,6.2,123313
tt2139881,Long Shot,2019,125,6.8,123227
tt2494362,Bone Tomahawk,2015,132,7.1,123074
tt0405508,Rang De Basanti,2006,167,8.1,122972
tt1023114,The Way Back,2010,133,7.3,122862
tt0087884,"Paris, Texas",1984,145,8.1,122852
tt0112461,The Basketball Diaries,1995,102,7.3,122790
tt0104694,A League of Their Own,1992,128,7.3,122747
tt0031679,Mr. Smith Goes to Washington,1939,129,8.1,122610
tt0082010,An American Werewolf in London,1981,97,7.5,122520
tt0240890,Serendipity,2001,90,6.8,122478
tt0064665,Midnight Cowboy,1969,113,7.8,122402
tt1179034,From Paris with Love,2010,92,6.4,122263
tt0055614,West Side Story,1961,153,7.6,122244
tt0795368,Death at a Funeral,2007,90,7.3,122217
tt0200550,Coyote Ugly,2000,100,5.7,122201
tt0421073,Street Kings,2008,109,6.8,122127
tt0907657,Once,2007,86,7.8,122005
tt0105112,Patriot Games,1992,117,6.8,121909
tt0061418,Bonnie and Clyde,1967,111,7.7,121890
tt0169102,Lagaan: Once Upon a Time in India,2001,224,8.1,121822
tt0085995,Vacation,1983,98,7.3,121518
tt15679400,Knock at the Cabin,2023,100,6.1,121289
tt9243804,The Green Knight,2021,130,6.6,121274
tt0085794,The King of Comedy,1982,109,7.8,121225
tt8721424,"tick, tick... BOOM!",2021,115,7.5,121192
tt7599146,Sound of Freedom,2023,131,7.6,121093
tt0070379,Mean Streets,1973,112,7.2,121060
tt0467200,The Other Boleyn Girl,2008,115,6.7,120933
tt2381991,The Huntsman: Winter's War,2016,114,6.1,120890
tt4777008,Maleficent: Mistress of Evil,2019,119,6.6,120887
tt0068473,Deliverance,1972,109,7.7,120872
tt1981128,Geostorm,2017,109,5.3,120683
tt14230388,Asteroid City,2023,105,6.5,120550
tt2400463,The Invitation,2015,100,6.6,120476
tt0218967,The Family Man,2000,125,6.8,120464
tt11233960,The Unforgivable,2021,112,7.1,120443
tt0970866,Little Fockers,2010,98,5.5,120385
tt0110478,Maverick,1994,127,7.0,120353
tt1327773,The Butler,2013,132,7.2,120307
tt3195644,Insidious: Chapter 3,2015,97,6.1,120286
tt14208870,The Fabelmans,2022,151,7.5,120127
tt0348836,Gothika,2003,98,5.8,120092
tt0366627,The Jacket,2005,103,7.1,120061
tt0015864,The Gold Rush,1925,95,8.1,119934
tt0419706,Doom,2005,105,5.2,119715
tt0099871,Jacob's Ladder,1990,113,7.4,119586
tt1307068,Seeking a Friend for the End of the World,2012,101,6.7,119426
tt0116213,Eraser,1996,115,6.2,119349
tt2671706,Fences,2016,139,7.2,119310
tt0094862,Child's Play,1988,87,6.7,119270
tt1547234,Premium Rush,2012,91,6.5,119207
tt1517260,The Host,2013,125,5.8,119102
tt1656190,Safe,2012,94,6.5,119097
tt1602613,Only God Forgives,2013,90,5.7,119095
tt0091605,The Name of the Rose,1986,130,7.7,118969
tt1956620,Sex Tape,2014,94,5.1,118850
tt0062512,You Only Live Twice,1967,117,6.8,118713
tt0097239,Driving Miss Daisy,1989,99,7.3,118605
tt2304933,The 5th Wave,2016,112,5.2,118600
tt1114740,Paul Blart: Mall Cop,2009,91,5.3,118586
tt0115433,"101 Dalmatians",1996,103,5.7,118569
tt0097493,Heathers,1988,103,7.2,118500
tt1142977,Frankenweenie,2012,87,6.9,118372
tt0064276,Easy Rider,1969,95,7.2,118364
tt0384806,The Amityville Horror,2005,90,5.9,118328
tt0758746,Friday the 13th,2009,97,5.5,118308
tt1924429,Trance,2013,101,6.9,118292
tt0287467,Talk to Her,2002,112,7.9,118218
tt0425123,Just Like Heaven,2005,95,6.7,118180
tt0104348,Glengarry Glen Ross,1992,100,7.7,118105
tt0405296,A Scanner Darkly,2006,100,7.0,118052
tt0102059,Hot Shots!,1991,85,6.7,117981
tt0168629,Dancer in the Dark,2000,140,7.9,117930
tt0096969,Born on the Fourth of July,1989,145,7.2,117791
tt0083929,Fast Times at Ridgemont High,1982,90,7.1,117780
tt0404203,Little Children,2006,137,7.5,117728
tt1921064,Pompeii,2014,105,5.5,117722
tt0277371,Not Another Teen Movie,2001,89,5.8,117717
tt0368008,The Manchurian Candidate,2004,129,6.6,117684
tt6048922,Greyhound,2020,91,7.0,117584
tt0146675,End of Days,1999,122,5.8,117542
tt0460791,The Fall,2006,117,7.8,117522
tt1702439,Safe Haven,2013,115,6.7,117515
tt0286499,Bend It Like Beckham,2002,112,6.7,117509
tt1188996,My Name Is Khan,2010,165,7.9,117503
tt0076752,The Spy Who Loved Me,1977,125,7.0,117421
tt4849438,Baahubali 2: The Conclusion,2017,167,8.2,117281
tt0406375,Zathura: A Space Adventure,2005,101,6.3,117172
tt0096061,Scrooged,1988,101,6.9,117134
tt8503618,Hamilton,2020,160,8.3,117124
tt0090555,Crocodile Dundee,1986,97,6.6,117112
tt1144884,The Final Destination,2009,82,5.1,117043
tt0116705,Jingle All the Way,1996,89,5.7,116982
tt0929632,Precious,2009,110,7.3,116982
tt0186151,Frequency,2000,118,7.4,116939
tt0367959,Hannibal Rising,2007,121,6.1,116937
tt26047818,Anyone But You,2023,103,6.1,116853
tt1450321,Filth,2013,97,7.0,116836
tt0385004,House of Flying Daggers,2004,119,7.5,116787
tt1131729,The Boat That Rocked,2009,117,7.3,116693
tt0070328,Live and Let Die,1973,121,6.7,116677
tt1985966,Cloudy with a Chance of Meatballs 2,2013,95,6.3,116625
tt0236493,The Mexican,2001,123,6.1,116618
tt0098084,Pet Sematary,1989,103,6.5,116565
tt0436697,The Queen,2006,103,7.3,116521
tt0283111,Van Wilder,2002,92,6.4,116471
tt0050986,Wild Strawberries,1957,92,8.1,116427
tt1486185,Red Riding Hood,2011,100,5.4,116356
tt0065421,The Aristocats,1970,78,7.1,116321
